	剧本号	约会类型(1主线2日常4特殊5外传）	条件	分支节点权重	触发几率	名称	文本内容	文字显示方式(1:逐个出现;2:直接出现)	特殊标注文字配置	文字框	选项类型(默认:普通;1:限时选项;2:选择UI框;3:选择图片;4:CG区域选项;5:单选)	特殊选项(addjump:延时添加选项;deljump:延时删除选项;image;图片选择;cg;CG区域选择)	插入图片	插入图片1	插入图片2	插入图片3	跳转（选项）	添加标记	删除标记	注释（1选项2收束3选项+收束4剧本开始5出现选项6单一选项7未使用）	人物模型1	模型出现方式1	模型消失方式1	人物动作1	快进时是否忽略1	人物面部1	表情包1	表情动作1	站位1	坐标偏移1	大小1	人物路径2	模型出现方式2	模型消失方式2	人物动作2	快进时是否忽略2	人物面部2	表情包2	表情动作2	站位2	坐标偏移2	大小2	人物模型3	模型出现方式3	模型消失方式3	人物动作3	快进时是否忽略3	人物面部3	表情包3	表情动作3	站位3	坐标偏移3	大小3	抖动效果参数	抖动对象(0:背景，1：模型1,2：模型2,3：模型3)	电话表现路径	电话表现动作	特效	背景	背景出现	背景效果(1：灰色，2：红色)	背景大小	运镜时间	背景坐标(中心点偏移)	bgm	背景音大小(1-100)	语音	角色嘴部动画	场景音效	普通音效	cg	CG锁定时间	事件类型	评分	显示评分	是否隐藏ui	一段时间后自动下一句（单位毫秒）	是否回忆	是否旁白	调用短信短信	奖励内容	重复完成奖励内容	可完成次数	视频	视频	结局	节点消耗	节点奖励	小游戏	规则	随机文本1	随机文本2	外传结局	解锁结局	事件结算内容	外传结算内容（初次达成）	外传结算内容（多次达成）
115001008	123100001	5	{}		100	五河琴里	「都几点了，你怎么还在睡啊？」		{}			{}	{}				115001009				1								2	{}	1.4										{}											{}										1		{}			sound/role/qinli/KOTORI_S_15.mp3														{}	{}													{}	{}	{}
115001009	123100001	5	{}		100		她本人则完全没有发现这种事情，俯下身来看着我。		{}			{}	{}				115001010				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115001010	123100001	5	{}		100	1	「不管要说什么，先从我身上下来吧……」		{}			{}	{}				115001011				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115001011	123100001	5	{}		100		这种情况下无论谈什么事情都很尴尬吧。		{}			{}	{}				115001012				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115001012	123100001	5	{}		100	五河琴里	「笨蛋 %s 哟，记得今天几号了吗？」		{}			{}	{}				115001013				1			id_pose_1		id_look_9			2	{}	1.4										{}											{}										1		{}			sound/role/qinli/KOTORI_S_14.mp3														{}	{}													{}	{}	{}
115001013	123100001	5	{}		100		她丝毫没有从我身上下来的意思，保持双腿叉开跪坐在我上身的状态询问我，		{}			{}	{}				115001014				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115001014	123100001	5	{}		100	1	「今天……不是4月10号吗？」		{}			{}	{}				115001015				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115001015	123100001	5	{}		100		我努力思考着琴里这么说的意义，但毫无头绪。		{}			{}	{}				115001016				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115001016	123100001	5	{}		100	五河琴里	「真是的，想想去年的这个时候发生了什么？」		{}			{}	{}				115001017				1								2	{}	1.4										{}											{}										1		{}	sound/bgm/date_002.mp3		sound/role/qinli/KOTORI_S_15.mp3														{}	{}													{}	{}	{}
115001017	123100001	5	{}		100		琴里无奈地环抱双手，露出看智障的眼神。		{}			{}	{}				115001018				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115001018	123100001	5	{}		100	1	「都过去这么久了，我有点……」		{}			{}	{}				115001019				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115001019	123100001	5	{}		100		去年吗，发生的事情太多了，有点想不起来了……		{}			{}	{}				115001020				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115001020	123100001	5	{}		100	五河琴里	「去年这个时候，你刚刚知道我和Fraxinus的事情。」		{}			{}	{}				115001021				1			id_pose_1		id_look_4			2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115001021	123100001	5	{}		100	五河琴里	「你还能想起来这段时间发生了什么吗？」		{}			{}	{}				115001022				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115001022	123100001	5	{}		100	1	「那个时候……因为约定，执意要去豪华餐厅找你」		{}			{}	{}				115001023				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115001023	123100001	5	{}		100		顺着琴里的提示，我终于想起了那个时间点发生的事情。		{}			{}	{}				115001024				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115001024	123100001	5	{}		100	1	「豪华餐厅……空间震……十香！」		{}			{}	{}				115001025				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115001025	123100001	5	{}		100		我想起来了，那个时候是和十香的第一次相遇。		{}			{}	{}				115001026				1								2	{}	1.4										{}											{}										1		{}	sound/bgm/date_003.mp3																{}	{}													{}	{}	{}
115001026	123100001	5	{}		100	五河琴里	「终于想起来了吗，真是的，这么重要的事情。」		{}			{}	{}				115001027				1								2	{}	1.4										{}											{}										1		{}			sound/role/qinli/KOTORI_S_15.mp3														{}	{}													{}	{}	{}
115001027	123100001	5	{}		100		在确认了我知道事态的严重性后，她终于从我身上下来了。		{}			{}	{}				115001028				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115001028	123100001	5	{}		100	1	「也就是说，要给十香过生日了吗？」		{}			{}	{}				115001029				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115001029	123100001	5	{}		100		我连忙坐了起来，脑海中一片空白。		{}			{}	{}				115001030				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115001030	123100001	5	{}		100		怎么办怎么办怎么办，完全忘记这个事情了啊！		{}			{}	{}				115001031				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115001031	123100001	5	{}		100	五河琴里	「对啊，你这个笨蛋怎么连这种事情也不上心啊。」		{}			{}	{}				115001032				1			id_pose_13		id_look_5			2	{}	1.4										{}											{}										1		{}			sound/role/qinli/KOTORI_S_24.mp3														{}	{}													{}	{}	{}
115001032	123100001	5	{}		100	五河琴里	「十香对我们来说都是最重要的朋友啊」		{}			{}	{}				115001033				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115001033	123100001	5	{}		100	五河琴里	「我们一定要给她准备一个盛大的生日。」		{}			{}	{}				115001034				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115001034	123100001	5	{}		100		琴里对我激动地说着，脸因为情绪波动都涨得通红。		{}			{}	{}				115001035				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115001035	123100001	5	{}		100	1	「是我疏忽了……」		{}			{}	{}				115001036				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115001036	123100001	5	{}		100		不知道为什么，完全没有想起来要到十香的生日了。		{}			{}	{}				115001037				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115001037	123100001	5	{}		100	五河琴里	「算了，趁现在还来得及。」		{}			{}	{}				115001038				1			id_pose_13		id_look_9			2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115001038	123100001	5	{}		100		琴里叹了口气。		{}			{}	{}				115001039				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115001039	123100001	5	{}		100	五河琴里	「想想办法啊笨蛋 %s ，你比任何人都了解十香。」		{}			{}	{}				115001040				1								2	{}	1.4										{}											{}										1		{}			sound/role/qinli/KOTORI_S_24.mp3														{}	{}													{}	{}	{}
115001040	123100001	5	{}		100	五河琴里	「当然也了解她最喜欢的是什么。」		{}			{}	{}				115001041				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115001041	123100001	5	{}		100	1	「这个就，交给我吧！」		{}			{}	{}				115001042				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115001042	123100001	5	{}		100		愧疚和被信任的情绪交织，我决定完美地准备十香的生日会。		{}			{}	{}				115001043				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115001043	123100001	5	{}		100	五河琴里	「哼，就勉强给你一个赎罪的机会吧。」		{}			{}	{}				115001044				1								2	{}	1.4										{}											{}										1		{}			sound/role/qinli/KOTORI_S_17.mp3														{}	{}													{}	{}	{}
115001044	123100001	5	{}		100		大概是感受到了我的情绪，琴里点了点头。		{}			{}	{}				115001045				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115001045	123100001	5	{}		100	五河琴里	「必要时候Fraxinus也会援助你。」		{}			{}	{}				115001046				1			id_pose_13		id_look_4			2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115001046	123100001	5	{}		100	1	「用不着这么奢侈吧……」		{}			{}	{}				115001047				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115001047	123100001	5	{}		100		想起天空舰给十香放烟花的场景，我捂上了眼睛。		{}			{}	{}				115001048				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115001048	123100001	5	{}		100	五河琴里	「这只是最后的手段，正常情况下生日聚会就够了。」		{}			{}	{}				115001049				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115001049	123100001	5	{}		100		她提起了放在沙发上的书包。		{}			{}	{}				115001050				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115001050	123100001	5	{}		100	五河琴里	「我先上课去了，晚点跟我说说你的计划。」		{}			{}	{}				115001051				1								2	{}	1.4										{}											{}										1		{}			sound/role/qinli/KOTORI_S_23.mp3														{}	{}													{}	{}	{}
115001051	123100001	5	{}		100	1	「嗯，我也差不多该准备去学校了。」		{}			{}	{}				115001052				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115001052	123100001	5	{}		100		我摇了摇还睡意朦胧的脑袋，走向了洗漱间。		{}			{}	{}				115001053				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115001053	123100001	5	{}		100	1	「要怎么办才好呢？」		{}			{}	{}								1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115002001	123100002	5	{}		100		尽管答应的非常干脆，但其实我还没什么想法。		{}			{}	{}				115002002													{}											{}											{}							scene/bg/bg_tiyuguan.png	2		1		{}	sound/bgm/date_001.mp3																{}	{}													{}	{}	{}
115002002	123100002	5	{}		100		眼看前方就是校门口了，一路上却什么计划都浮现不出来。		{}			{}	{}				115002003													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
115002003	123100002	5	{}		100	1	「算了，去教室再想吧。」		{}			{}	{}				115002004													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
115002004	123100002	5	{}		100		因为琴里强行叫我起床的缘故，我现在整个人都处于困顿状态。		{}			{}	{}				115002005													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
115002005	123100002	5	{}		100	1	「对不起……请让一让。」		{}			{}	{}				115002006													{}											{}											{}							scene/bg/bg_xuexiaozoulang.png	2		1		{}																	{}	{}													{}	{}	{}
115002006	123100002	5	{}		100		不知道为什么，今早的走廊人特别多，我低着头在人群中穿行。		{}			{}	{}				115002007													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
115002007	123100002	5	{}		100		然后不小心和身旁的人撞了个满怀。		{}			{}	{}				115002008													{}											{}											{}										1		{}	sound/bgm/date_003.mp3																{}	{}													{}	{}	{}
115002008	123100002	5	{}		100	1	「啊……抱歉，因为刚才在想事……」		{}			{}	{}				115002009													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
115002009	123100002	5	{}		100		我连忙抬起头致歉，但是话说到一半就咽了下去。		{}			{}	{}				115002010				10107			id_pose_1		id_look_4			2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115002010	123100002	5	{}		100	夜刀神十香	「唔姆，我没事的，不过 %s 今天怎么啦？」		{}			{}	{}				115002011				1								2	{}	1.4										{}											{}										1		{}			sound/role/shixiang/TOUKA_S_09.mp3														{}	{}													{}	{}	{}
115002011	123100002	5	{}		100		十香向我伸出手，露出了笑容。		{}			{}	{}				115002012				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115002012	123100002	5	{}		100	1	「被你看出来啦，有些烦心的事呢。」		{}			{}	{}				115002013				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115002013	123100002	5	{}		100		我心情复杂地看着十香，不知道接下来如何开口。		{}			{}	{}				115002014				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115002014	123100002	5	{}		100	夜刀神十香	「呐，有什么烦心的事跟我讲讲吧！」		{}			{}	{}				115002015				1			id_pose_1		id_look_3			2	{}	1.4										{}											{}										1		{}			sound/role/shixiang/TOUKA_S_13.mp3														{}	{}													{}	{}	{}
115002015	123100002	5	{}		100		十香贴心地询问我，紫色的长发在空中摇曳着。		{}			{}	{}				115002016				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115002016	123100002	5	{}		100	1	「好吧，十香，后天就是你的生日了。」		{}			{}	{}				115002017				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115002017	123100002	5	{}		100		内心经过诸多波折，最后还是决定把这件事告诉她。		{}			{}	{}				115002018				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115002018	123100002	5	{}		100	夜刀神十香	「唔姆？生日是什么，属于我的节日吗？」		{}			{}	{}				115002019				1								2	{}	1.4										{}											{}										1		{}	sound/bgm/date_002.mp3		sound/role/shixiang/TOUKA_S_02.mp3														{}	{}													{}	{}	{}
115002019	123100002	5	{}		100		十香疑惑地抬起手指，拿手指戳了戳面颊。		{}			{}	{}				115002020				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115002020	123100002	5	{}		100	1	「这么想也没错，是为了纪念人类第一次出现在这个世界的日子。」		{}			{}	{}				115002021				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115002021	123100002	5	{}		100		我点了点头，向她解释道。		{}			{}	{}				115002022				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115002022	123100002	5	{}		100	夜刀神十香	「唔姆，这样吗，那我也可以有生日吗？」		{}			{}	{}				115002023				1								2	{}	1.4										{}											{}										1		{}			sound/role/shixiang/TOUKA_S_04.mp3														{}	{}													{}	{}	{}
115002023	123100002	5	{}		100		十香咬着嘴唇，有些期待地问我。		{}			{}	{}				115002024				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115002024	123100002	5	{}		100	1	「当然啦，我们一定会给十香一个最棒的生日。」		{}			{}	{}				115002025				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115002025	123100002	5	{}		100		我肯定地告诉她，眼眸中透露着诚恳。		{}			{}	{}				115002026				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115002026	123100002	5	{}		100	夜刀神十香	「那就太棒了！不过 %s 为什么刚才是那个样子……」		{}			{}	{}				115002027				1			id_pose_1		id_look_4			2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115002027	123100002	5	{}		100		十香的笑容刚露出一半，然后硬生生憋了回去。		{}			{}	{}				115002028				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115002028	123100002	5	{}		100	1	「不不不，不是因为这个，是另外的事情。」		{}			{}	{}				115002029				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115002029	123100002	5	{}		100		为了怕十香难过，我连忙解释。		{}			{}	{}				115002030				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115002030	123100002	5	{}		100	夜刀神十香	「真的吗，那是因为什么原因？」		{}			{}	{}				115002031				1			id_pose_10		id_look_7			2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115002031	123100002	5	{}		100		看我不像是撒谎的样子，她才又开始笑了出来。		{}			{}	{}				115002032				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115002032	123100002	5	{}		100	1	「暂时还不能跟十香说哦，到时候再告诉你。」		{}			{}	{}				115002033				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115002033	123100002	5	{}		100		我连忙扯开话题，希望她暂时不要继续追问。		{}			{}	{}				115002034				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115002034	123100002	5	{}		100	1	「对了十香，今天为什么来这么早?」		{}			{}	{}				115002035				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115002035	123100002	5	{}		100	夜刀神十香	「唔姆，说起这个，今天轮到我值日……」		{}			{}	{}				115002036				1			id_pose_10		id_look_3			2	{}	1.4										{}											{}										1		{}	sound/bgm/date_005.mp3		sound/role/shixiang/TOUKA_S_15.mp3														{}	{}													{}	{}	{}
115002036	123100002	5	{}		100		十香一副恍然大悟的样子，连忙冲进了教室里。		{}			{}	{}				115002037				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115002037	123100002	5	{}		100	1	「呼……总算逃过一劫。」		{}			{}	{}				115002038				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115002038	123100002	5	{}		100		我看了一眼十香的背影，长舒了一口气。		{}			{}	{}				115002039				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115002039	123100002	5	{}		100		尽管十香对生日一无所知，但这并不代表她不渴望生日。		{}			{}	{}				115002040													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
115002040	123100002	5	{}		100		一定要给十香办一个盛大的生日！		{}			{}	{}				115002041													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
115002041	123100002	5	{}		100		脑海中依稀回荡着琴里出门前交待我的口吻。		{}			{}	{}				115002042													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
115002042	123100002	5	{}		100		仔细回想了一下，十香已经陪伴我走过这么远的路了。		{}			{}	{}				115002043													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
115002043	123100002	5	{}		100		我们一直相互帮助，挑战各种危机。		{}			{}	{}				115002044													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
115002044	123100002	5	{}		100		哪怕是最艰难的时候，我们都在一起。		{}			{}	{}				115002045													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
115002045	123100002	5	{}		100	夜刀神十香	「 %s ，快进来，要准备上课啦！」		{}			{}	{}				115002046				10107			id_pose_1		id_look_3			2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115002046	123100002	5	{}		100		举着扫帚的十香在门边喊我，她的脸上洋溢着幸福的微笑。		{}			{}	{}				115002047				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115002047	123100002	5	{}		100	1	「来啦。」		{}			{}	{}				115002048				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115002048	123100002	5	{}		100		我迈开了步伐，脑海中只回荡着一个念头。		{}			{}	{}				115002049				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115002049	123100002	5	{}		100		一定要为十香办好这次生日。		{}			{}	{}				115002050				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115002050	123100002	5	{}		100		给她一个永生难忘的生日盛典。		{}			{}	{}								1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
115003001	123100003	5	{}		100		匆忙逃跑的我，一不留神，就跑到了美食街。		{}			{}	{}				115003002													{}											{}											{}							scene/bg/bg_meishijie.png	2		1		{}	sound/bgm/date_001.mp3																{}	{}													{}	{}	{}
115003002	123100003	5	{}		100		面包店传来的香气，居酒屋的烧烤肉串，街边响动着的刨冰。		{}			{}	{}				115003003													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
115003003	123100003	5	{}		100	1	「真是人间仙境啊……」		{}			{}	{}				115003004													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
115003004	123100003	5	{}		100		我不由得咽了咽口水。		{}			{}	{}				115003005													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
115003005	123100003	5	{}		100		滴滴滴……		{}			{}	{}				115003006													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
115003006	123100003	5	{}		100		口袋里的手机响了起来。		{}			{}	{}				115003007													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
115003007	123100003	5	{}		100		我从裤袋里掏了出来，上面赫然显示着琴里的名字。		{}			{}	{}				115003008													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
115003008	123100003	5	{}		100	五河琴里	「喂喂喂，是笨蛋 %s 吗？」		{}			{}	{}				115003009													{}											{}											{}				effect/dianhua/dianhua	dianhua					1		{}	sound/bgm/date_003.mp3		sound/role/qinli/KOTORI_S_24.mp3														{}	{}													{}	{}	{}
115003009	123100003	5	{}		100		按下接听键，通话开始计时，琴里的声音传了出来。		{}			{}	{}				115003010													{}											{}											{}				1	1					1		{}																	{}	{}													{}	{}	{}
115003010	123100003	5	{}		100	1	「是我……你就不能换个称呼吗？」		{}			{}	{}				115003011													{}											{}											{}				1	1					1		{}																	{}	{}													{}	{}	{}
115003011	123100003	5	{}		100		我的头顶冒出了黑线。		{}			{}	{}				115003012													{}											{}											{}				1	1					1		{}																	{}	{}													{}	{}	{}
115003012	123100003	5	{}		100	五河琴里	「难道想让我叫你亲爱的哥哥吗，别做梦了。」		{}			{}	{}				115003013													{}											{}											{}				effect/dianhua/dianhua	dianhua					1		{}			sound/role/qinli/KOTORI_S_13.mp3														{}	{}													{}	{}	{}
115003013	123100003	5	{}		100		琴里冷哼了一声，女王的属性没有任何变化。		{}			{}	{}				115003014													{}											{}											{}				1	1					1		{}																	{}	{}													{}	{}	{}
115003014	123100003	5	{}		100	1	「好啦好啦先不说这个，找我有什么事吗？」		{}			{}	{}				115003015													{}											{}											{}				1	1					1		{}																	{}	{}													{}	{}	{}
115003015	123100003	5	{}		100		在这个问题上纠结显然是没什么结果的。		{}			{}	{}				115003016													{}											{}											{}				1	1					1		{}																	{}	{}													{}	{}	{}
115003016	123100003	5	{}		100	五河琴里	「当然是十香的事情了！」		{}			{}	{}				115003017													{}											{}											{}				effect/dianhua/dianhua	dianhua					1		{}																	{}	{}													{}	{}	{}
115003017	123100003	5	{}		100		她的声音突然抬高了八度，仿佛要穿透整个手机。		{}			{}	{}				115003018													{}											{}											{}				1	1					1		{}																	{}	{}													{}	{}	{}
115003018	123100003	5	{}		100	1	「亲手给十香做蛋糕，给十香买新衣服，带十香去游乐场玩……」		{}			{}	{}				115003019													{}											{}											{}				1	1					1		{}																	{}	{}													{}	{}	{}
115003019	123100003	5	{}		100		我当然不能忘，把之前想过的十几个方案全部跟琴里说了一遍。		{}			{}	{}				115003020													{}											{}											{}				1	1					1		{}																	{}	{}													{}	{}	{}
