	剧本号	约会类型(1主线2日常4特殊）	条件	分支节点权重	触发几率	名称	文本内容	文字显示方式(1:逐个出现;2:直接出现)	特殊标注文字配置	文字框	选项类型(默认:普通;1:限时选项;2:选择UI框;3:选择图片;4:CG区域选项;5:单选)	特殊选项(addjump:延时添加选项;deljump:延时删除选项;image;图片选择;cg;CG区域选择)	插入图片	插入图片1	插入图片2	插入图片3	跳转（选项）	注释（1选项2收束3选项+收束4剧本开始5出现选项6单一选项7未使用）	人物模型1	模型出现方式1	模型消失方式1	人物动作1	快进时是否忽略1	人物面部1	表情包1	表情动作1	站位1	坐标偏移1	大小1	人物模型2	模型出现方式2	模型消失方式2	人物动作2	快进时是否忽略2	人物面部2	表情包2	表情动作2	站位2	坐标偏移2	大小2	人物模型3	模型出现方式3	模型消失方式3	人物动作3	快进时是否忽略3	人物面部3	表情包3	表情动作3	站位3	坐标偏移3	大小3	抖动效果参数	抖动对象(0:背景，1：模型1,2：模型2,3：模型3)	电话表现路径	电话表现动作	特效	背景	背景出现	背景效果(1：灰色，2：红色)	背景大小	运镜时间	背景坐标(中心点偏移)	bgm	背景音大小(1-100)	语音	角色嘴部动画	场景音效	普通音效	cg	CG锁定时间	事件类型	评分	显示评分	是否隐藏ui	一段时间后自动下一句（单位毫秒）	是否回忆	是否旁白	调用短信短信	奖励内容	重复完成奖励内容	可完成次数	视频	视频	结局	节点消耗	节点奖励	小游戏	规则	随机文本1	随机文本2
201008		7	{}		100		少女接过玩偶后，戴在左手上，@操控它的嘴巴一张一合动了起来。	1	{}				{}				201009											{}											{}											{}												{}																	{}	{}		video/cg_sisinaishenmiao.mp4								
201009		7	{}		100	四糸奈	「呀哈~成功了！@谢谢了大哥哥。真是帮大忙了哟～」	1	{}				{}				201010-201011-201012	5	10301	2		#N/A	#N/A	#N/A			2	{}	1.3										{}											{}												{}				4													{}	{}										
201010		7	{}		100		「不用谢啦，能帮助这么可爱的孩子，是我的荣幸呢。」	1	{}				{}				201013	1	1									{}											{}											{}												{}																	{}	{}										
201011		7	{}		100		「只是刚好路过，你没事就好~」	1	{}				{}				201014	1	1									{}											{}											{}												{}																	{}	{}										
201012		7	{}		100		「现在雨这么大，你快回家吧！」	1	{}				{}				201015	1	1									{}											{}											{}												{}																	{}	{}										
201013		7	{}		100	四糸奈	「哈哈哈~！可爱吗？@很有眼光啊，四糸奈当然是最可爱的啦！」	1	{}				{}				201014		1			#N/A	#N/A	#N/A				{}											{}											{}												{}				4													{}	{}										
201014		7	{}		100	四糸奈	「不过没关系、没关系的哦，@四糸奈没有摔伤。」	1	{}				{}				201015		1			#N/A	#N/A	#N/A				{}											{}											{}												{}				4													{}	{}										
201015		7	{}		100		玩偶摇摆身体，用奇怪的嗓音发出笑声。	1	{}				{}				201016		1									{}											{}											{}												{}																	{}	{}										
201016		7	{}		100	四糸奈	「我说，小哥啊～@在扶起来的时候，好像摸了四糸奈身体许多部位啊。」	1	{}				{}				201017		1			#N/A	#N/A	#N/A				{}											{}											{}												{}				4													{}	{}										
201017		7	{}		100	四糸奈	「老实说，@感觉怎——么——样——呢？」	1	{}				{}				201018		1									{}											{}											{}												{}				4													{}	{}										
201018		7	{}		100	1	「哎？」	1	{}				{}				201019		1									{}											{}											{}												{}																	{}	{}										
201019		7	{}		100	四糸奈	「别装糊涂啊，你这幸运色狼！@嘛~毕竟还是帮了一点小忙呢，这点福利就算送你的吧~」	1	{}				{}				201020		1									{}											{}											{}												{}				4													{}	{}										
201020		7	{}		100	1	「啊？嗯……这样的吗！？」	1	{}				{}				201021		1									{}											{}											{}												{}																	{}	{}										
201021		7	{}		100	四糸奈	「再见，Mr.谢谢了。」	1	{}				{}				201022		1									{}											{}											{}												{}				4													{}	{}										
201022		7	{}		100	1	「再见……不过，雨这么大，@还是要赶快回家才行哦！」	1	{}				{}				201023		1									{}											{}											{}												{}																	{}	{}										
201023		7	{}		100		叮嘱着少女的我，衣服也已经湿透了，也得先回家换身衣服才行。	1	{}				{}				201024		1		2							{}											{}											{}												{}																	{}	{}										
201024		7	{}		100			1	{}				{}				201025											{}											{}											{}							scene/bg/bg_keting.png	2		1.2	-1	{"x":0,"y":0}												1	1				{}	{}										
201025		7	{}		100		1@@	1	{}				{}				201026											{}											{}											{}										1.2		{"x":-56.5,"y":0}						关门声						1	1				{}	{}										
201026		7	{}		100	1	「我回来——」	1	{}				{}				201027		10104	2		id_pose_1		id_look_4			2	{}	1.3										{}											{}												{}												1	1				{}	{}										
201027		7	{}		100	1	「哈……哎？十香？！@你为什么会在我家啊？？」	1	{}				{}				201028		1									{}											{}											{}												{}																	{}	{}										
201028		7	{}		100	夜刀神十香	「唔~琴里没有告诉你吗？@好像……要进行什么训练的样子。@总之，要我暂时居住在这里。」	1	{}				{}				201029		1			id_pose_1		id_look_3				{}											{}											{}												{}				1													{}	{}										
201029		7	{}		100	1	「诶？……@住在这儿？……训练？……琴里？」	1	{}				{}				201030		1		2							{}											{}											{}												{}																	{}	{}										
201030		7	{}		100		1@@@	1	{}				{}				201031											{}											{}											{}												{}																	{}	{}										
201031		7	{}		100		@@@	1	{}				{}				201032											{}											{}											{}										1.2		{"x":56.5,"y":0}																	{}	{}										
201032		7	{}		100	五河琴里	「笨蛋老哥，」	1	{}				{}				201033											{}											{}											{}												{}				1													{}	{}										
201033		7	{}		100			1	{}				{}				201034		10504	3		id_pose_6		id_look_10			2	{}	1.3										{}											{}												{}												1	1				{}	{}										
201034		7	{}		100	五河琴里	「精灵可不止一个哦！@@你要继续完成和精灵对话的任务，@当然要继续训练。」	1	{}				{}				201035		1									{}											{}											{}												{}				1													{}	{}										
201035		7	{}		100	1	「等、@别开玩笑了！」	1	{}				{}				201036		1									{}											{}											{}												{}																	{}	{}										
201036		7	{}		100	五河琴里	「嗯哼？怎么？@不想干了吗？」	1	{}				{}				201037-201038-201039	5	1			id_pose_5	1	id_look_9				{}											{}											{}												{}				1													{}	{}										
201037		7	{}		100		「没有那种事！我会继续努力的！」	1	{}				{}				201045	1	1									{}											{}											{}												{}																	{}	{}										
201038		7	{}		100		「喂喂……别当我是种马啊！」	1	{}				{}				201040	1	1									{}											{}											{}												{}																	{}	{}										
201039		7	{}		100		「我现在放弃还来得及吗……」	1	{}				{}				201040	1	1									{}											{}											{}												{}																	{}	{}										
201040		7	{}		100	五河琴里	「啊啊，那你就乖乖闭上嘴，@然后眼看着这个世界因为空间震变得破破烂烂的吧。」	1	{}				{}				201041		1			id_pose_5		id_look_10				{}											{}											{}												{}				1													{}	{}										
201041		7	{}		100	五河琴里	「或者呢，是等待精灵被AST杀掉……@到底会迎来哪一种结局呢？」	1	{}				{}				201042		1									{}											{}											{}												{}				1													{}	{}										
201042		7	{}		100	五河琴里	「封印精灵——@这种破格的能力，在世上就只有你一人拥有。」	1	{}				{}				201043		1									{}											{}											{}												{}				1													{}	{}										
201043		7	{}		100	五河琴里	「你如果不想做的话，@那就已经……什——么办法都没有了哦？」	1	{}				{}				201044		1									{}											{}											{}												{}				1													{}	{}										
201044		7	{}		100	1	「怎么……这样……」	1	{}				{}				201045		1									{}											{}											{}												{}																	{}	{}										
201045		7	{}		100		琴里的话让我的脑海处于混乱状态，到底还有多少精灵需要我拯救啊……@这种事，要一直继续下去吗……	1	{}				{}				201046		1									{}											{}											{}												{}																	{}	{}										
201046		7	{}		100		街道上突然响起了空间震警报声。	1	{}				{}				201047		1									{}											{}											{}												{}																	{}	{}										
201047		7	{}		100	五河琴里	「别啰嗦了，空间震来了，快跟我回Fraxinus！」	1	{}				{}						1		2	id_pose_13		id_look_10				{}											{}											{}							scene/bg/bg_zhihuibu.png				-1	{}				1													{}	{}										
		7	{}		100			1	{}				{}															{}											{}											{}												{}																	{}	{}										
		7	{}		100			1	{}				{}				2002001											{}											{}											{}										1.1		{}																	{}	{}										
2002001	2002	7	{}		100		为了拯救被AST追杀的「隐居者」，我按照琴里的指示来到商场。	1	{}				{}				2002002											{}											{}											{}												{}																	{}	{}										
2002002	2002	7	{}		100	五河琴里	「检测到精灵的反应就在你附近，做好准备准备开始初次接触吧。」	1	{}				{}				2002003											{}											{}											{}				effect/dianhua/dianhua	dianhua							{}																	{}	{}										
2002003	2002	7	{}		100	1	「哈啊……哈啊……嗯……！我已经看到她了！」	1	{}				{}				2002004											{}											{}											{}				1	1							{}																	{}	{}										
2002004	2002	7	{}		100	四糸奈	「你也是来欺负四糸奈的吗？不可以哟～咦？」	1	{}				{}				2002005		10301	2		id_pose_3		id_look_8			2	{}	1.3										{}											{}												{}																	{}	{}										
2002005	2002	7	{}		100	四糸奈	「哎呀呀？还以为是谁呢，这不就是那位幸运色狼大哥哥嘛~」	1	{}				{}				2002006-2002007-2002008	5	1									{}											{}											{}												{}																	{}	{}										
2002006	2002	7	{}		100		「哈、哈哈哈，好久不见，身体还好吗？」	1	{}				{}				2002009	1	1									{}											{}											{}												{}																	{}	{}										
2002007	2002	7	{}		100		「……幸运色狼算什么啊？！」	1	{}				{}				2002011	1	1									{}											{}											{}												{}																	{}	{}										
2002008	2002	7	{}		100		「我并不认识你所说的人，在下仅一介路人而已。」	1	{}				{}				2002012	1	1									{}											{}											{}												{}																	{}	{}										
2002009	2002	7	{}		100	四糸奈	「我们不久之前才见过呢~在神社外面，大哥哥还记得吗？」	1	{}				{}				2002010		1			id_pose_4		id_look_8				{}											{}											{}												{}																	{}	{}										
2002010	2002	7	{}		100	1	「这么可爱的女孩子……我当然会记得啊！」	1	{}				{}				2002011		1			id_pose_3		id_look_8				{}											{}											{}												{}																	{}	{}										
2002011	2002	7	{}		100	1	「能、能够遇见你这么可爱的女孩子，我……确实很幸运啊！」	1	{}				{}				2002012		1									{}											{}											{}												{}																	{}	{}										
2002012	2002	7	{}		100		仰着头、伸手拨弄着头发，我装模作样地和她进行对话。	1	{}				{}				2002013		1									{}											{}											{}												{}																	{}	{}										
2002013	2002	7	{}		100	四糸奈	「啊哈哈哈，大哥哥，还真是意外地搞笑呢？不、过~现在已经不流行这个了哦~」	1	{}				{}				2002014		1									{}											{}											{}												{}																	{}	{}										
2002014	2002	7	{}		100	1	「哈哈、哈哈哈……你能开心就好……」	1	{}				{}				2002015		1									{}											{}											{}												{}																	{}	{}										
2002015	2002	7	{}		100	四糸奈	「哼嗯~幸运色狼大哥哥，今天真是奇妙的再会啊～」	1	{}				{}				2002016		1			id_pose_4		id_look_8				{}											{}											{}												{}																	{}	{}										
2002016	2002	7	{}		100	四糸奈	「像大哥哥这样的人很受欢迎哟~不过……大家都好像都很讨厌四糸奈呢……」	1	{}				{}				2002017		1			id_pose_3		id_look_8				{}											{}											{}												{}																	{}	{}										
2002017	2002	7	{}		100	四糸奈	「只要被拉过来这边，很快就会有好痛好痛的攻击、不由分说地打过来呢……」	1	{}				{}				2002018		1									{}											{}											{}												{}																	{}	{}										
2002018	2002	7	{}		100	1	「四糸奈？啊啊，这是你的名字吗？」	1	{}				{}				2002019		1									{}											{}											{}												{}																	{}	{}										
2002019	2002	7	{}		100	四糸奈	「哦呀，这是何等的失误！四糸奈居然连自我介绍都忘记了！」	1	{}				{}				2002020		1									{}											{}											{}												{}																	{}	{}										
2002020	2002	7	{}		100	四糸奈	「四糸奈就是四糸奈的名字哟。很可爱吧？很可爱吧~？」	1	{}				{}				2002021-2002022-2002023	5	1									{}											{}											{}												{}																	{}	{}										
2002021	2002	7	{}		100		「啊，的确是不错的名字呢。」	1	{}				{}				2002024	1	1									{}											{}											{}												{}																	{}	{}										
2002022	2002	7	{}		100		「很少有人叫这样的名字，很特别呢。」	1	{}				{}				2002025	1	1									{}											{}											{}												{}																	{}	{}										
2002023	2002	7	{}		100		「这个名字和你一样可爱哦。」	1	{}				{}				2002024	1	1									{}											{}											{}												{}																	{}	{}										
2002024	2002	7	{}		100	四糸奈	「是吧~超可爱吧~！四糸奈也很喜欢这个名字啊。」	1	{}				{}				2002025		1			id_pose_4		id_look_8				{}											{}											{}												{}																	{}	{}										
2002025	2002	7	{}		100	四糸奈	「那是因为他们的名字都没有四糸奈可爱啊。」	1	{}				{}				2002026		1									{}											{}											{}												{}																	{}	{}										
2002026	2002	7	{}		100	四糸奈	「那么？大哥哥的名字是什么呢？」	1	{}				{}				2002027		1									{}											{}											{}												{}																	{}	{}										
2002027	2002	7	{}		100	1	「我？我是%s。」	1	{}				{}				2002028		1			id_pose_3		id_look_8				{}											{}											{}												{}																	{}	{}										
2002028	2002	7	{}		100	四糸奈	「是个很帅的名字呢！虽然比不上四糸奈就是了~」	1	{}				{}				2002029		1									{}											{}											{}							scene/bg/bg_pohuaixuexiao.png					{}																	{}	{}										
2002029	2002	7	{}		100	1	「哈哈……谢谢夸奖，不过，唔那个……四糸奈？这是玩偶的名字，还是你的名字呢？」	1	{}				{}				2002030		1									{}											{}											{}												{}																	{}	{}										
2002030	2002	7	{}		100		我把视线投向玩偶的后面蓝眸少女。	1	{}				{}				2002031		1									{}											{}											{}												{}																	{}	{}										
2002031	2002	7	{}		100		一直都活泼地说话的玩偶突然沉默了。	1	{}				{}				2002032		1			id_pose_2		id_look_6				{}											{}											{}												{}																	{}	{}										
2002032	2002	7	{}		100	五河琴里	「喂！精灵的情绪数值突然大跌，你到底说了些什么？？」	1	{}				{}				2002033		1									{}											{}											{}				effect/dianhua/dianhua	dianhua							{}																	{}	{}										
2002033	2002	7	{}		100	1	「哈啊？没有啊！我只是想知道为什么她一直用腹语和我聊天而已……」	1	{}				{}				2002034		1									{}											{}											{}				1	1							{}																	{}	{}										
2002034	2002	7	{}		100	四糸奈	「哼……不是很懂大哥哥的意思呢……四糸奈就是四糸奈，腹语又是指什么呢？」	1	{}				{}				2002035		1									{}											{}											{}												{}																	{}	{}										
2002035	2002	7	{}		100	五河琴里	「啧，总之先稳住精灵的情绪，千万不要说什么奇怪的话！」	1	{}				{}				2002036-2002037-2002038	5	1									{}											{}											{}				effect/dianhua/dianhua	dianhua							{}																	{}	{}										
2002036	2002	7	{}		100		「我、我的意思是……你的声音很好听！」	1	{}				{}				2002039	1	1									{}											{}											{}												{}																	{}	{}										
2002037	2002	7	{}		100		「哎呀~四糸奈也是一个幽默的人呢~」	1	{}				{}				2002040	1	1									{}											{}											{}												{}																	{}	{}										
2002038	2002	7	{}		100		「嗯！四糸奈就是四糸奈！」	1	{}				{}				2002040	1	1									{}											{}											{}												{}																	{}	{}										
2002039	2002	7	{}		100	四糸奈	「哈哈哈~哎呀呀，真是的呢，是觉得四糸奈的声音也很可爱吗？」	1	{}				{}				2002040		1			id_pose_4		id_look_8				{}											{}											{}												{}																	{}	{}										
2002040	2002	7	{}		100	四糸奈	「是吧？是吧~？果然四糸奈幽默又可爱对吧？」	1	{}				{}				2002041		1			id_pose_3		id_look_8				{}											{}											{}												{}																	{}	{}										
2002041	2002	7	{}		100	1	「哈哈……啊，是啊，是这样没错呢……」	1	{}				{}				2002042		1									{}											{}											{}												{}																	{}	{}										
2002042	2002	7	{}		100	四糸奈	「你真是个可爱的开玩笑先生呢～」	1	{}				{}				2002043		1									{}											{}											{}												{}																	{}	{}										
2002043	2002	7	{}		100	五河琴里	「AST已经开始围攻商场，小心不要让精灵逃跑了。」	1	{}				{}				2002044		1									{}											{}											{}				effect/dianhua/dianhua	dianhua							{}																	{}	{}										
2002044	2002	7	{}		100	1	「话虽如此……琴里，我现在要怎么做才好？」	1	{}				{}				2002045		1									{}											{}											{}				1	1							{}																	{}	{}										
2002045	2002	7	{}		100	五河琴里	「这种事很显而易见吧！约会啊！邀请她约会啊！」	1	{}				{}				2002046		1									{}											{}											{}				effect/dianhua/dianhua	dianhua							{}																	{}	{}										
2002046	2002	7	{}		100	1	「果、果然要这样么……」	1	{}				{}				2002047		1									{}											{}											{}				1	1							{}																	{}	{}										
2002047	2002	7	{}		100		我有些畏缩地转向四糸奈，向她发出邀请。	1	{}				{}				2002048-2002049-2002050	5	1									{}											{}											{}												{}																	{}	{}										
2002048	2002	7	{}		100		「如果有空的话，就来约会吧！」	1	{}				{}				2002051	1	1									{}											{}											{}												{}																	{}	{}										
2002049	2002	7	{}		100		「四糸奈……可以和我约会吗？」	1	{}				{}				2002052	1	1									{}											{}											{}												{}																	{}	{}										
2002050	2002	7	{}		100		「如果没有其他事情，我们来约会怎么样？」	1	{}				{}				2002052	1	1									{}											{}											{}												{}																	{}	{}										
2002051	2002	7	{}		100	四糸奈	「只要是四糸奈出现在这边的时间，都可以哦。」	1	{}				{}				2002052		1			id_pose_4		id_look_8				{}											{}											{}												{}																	{}	{}										
2002052	2002	7	{}		100	四糸奈	「约会……嗯~会是很好玩的约会吗？」	1	{}				{}				2002053		1			id_pose_3		id_look_8				{}											{}											{}												{}																	{}	{}										
2002053	2002	7	{}		100	四糸奈	「看不出大哥哥居然会进行这么大胆的邀请呢~嗯哼，回答当然是Okay的哟。」	1	{}				{}				2002054		1									{}											{}											{}												{}																	{}	{}										
2002054	2002	7	{}		100	四糸奈	「倒不如说，终于遇到可以聊天的人了，四糸奈反而想要邀请你呢~」	1	{}				{}				2002055		1									{}											{}											{}												{}																	{}	{}										
2002055	2002	7	{}		100		四糸奈兴奋地拍拍手掌向我走来。	1	{}				{}				2002056		1		2							{}											{}											{}												{}																	{}	{}										
2002056	2002	7	{}		100	1	「四糸奈……那个……小心地滑啊……啊……啊！」	1	{}				{}				2002057											{}											{}											{}												{}																	{}	{}										
2002057	2002	7	{}		100		话音未落，四糸奈突然摇晃着向我扑来，紧接着整个身体都压在我上方。	1	{}				{}				2002058											{}											{}											{}				1	1							{}																	{}	{}										
2002058	2002	7	{}		100	1	「唔嗯……？」	1	{}				{}															{}											{}											{}												{}																	{}	{}										
		7	{}		100			1	{}				{}															{}											{}											{}							scene/bg/bg_shangchang.png	3		1.1		{}																	{}	{}										
		7	{}		100			1	{}				{}															{}											{}											{}												{}												1	1				{}	{}										
		7	{}		100			1	{}				{}				2002064											{}											{}											{}												{}												1	1				{}	{}										
2002064	2003	7	{}		100	1	「……十香？你怎么来了……」	1	{}				{}				2002065		10104	2		id_pose_1		id_look_2			2	{}	1.3										{}											{}				1	1							{}																	{}	{}										
2002065	2003	7	{}		100		十香的身体，像是在颤抖。	1	{}				{}				2002066		1									{}											{}											{}												{}																	{}	{}										
2002066	2003	7	{}		100	夜刀神十香	「你现在……在做什么呢……」	1	{}				{}				2002067		1									{}											{}											{}												{}																	{}	{}										
2002067	2003	7	{}		100	夜刀神十香	「你说的——有重要事要做，就是指和这个小女孩约会吗？」	1	{}				{}				2002068		1									{}											{}											{}				1	1							{}																	{}	{}										
2002068	2003	7	{}		100	夜刀神十香	「亏人家那么担心你……你却在这里，跟别的女孩子卿卿我我的吗！」	1	{}				{}				2002069-2002070-2002071	5	1									{}											{}											{}												{}																	{}	{}										
2002069	2003	7	{}		100		「她不是普通的小女孩！」	1	{}				{}				2002072	1	1									{}											{}											{}												{}																	{}	{}										
2002070	2003	7	{}		100		「这、这是意外！十香你听我解释啊！」	1	{}				{}				2002075	1	1									{}											{}											{}												{}																	{}	{}										
2002071	2003	7	{}		100		「什么？！我不是那种坏蛋啊！」	1	{}				{}				2002075	1	1									{}											{}											{}												{}																	{}	{}										
2002072	2003	7	{}		100	1	「十香……这个孩子——她和你一样，也是精灵啊……！」	1	{}				{}				2002073		1			id_pose_1		id_look_2				{}											{}											{}												{}																	{}	{}										
2002073	2003	7	{}		100	夜刀神十香	「唔！这到底是怎么回事啊啊啊——？！」	1	{}				{}				2002074		1									{}											{}											{}												{}																	{}	{}										
2002074	2003	7	{}		100	1	「我只是，想要帮助和你同为精灵的四糸奈，仅此而已……」	1	{}				{}				2002075		1									{}											{}											{}												{}																	{}	{}										
2002075	2003	7	{}		100	夜刀神十香	「呜……！那、为什么要和她亲吻啊！？」	1	{}				{}				2002076		1									{}											{}											{}												{}																	{}	{}										
2002076	2003	7	{}		100	四糸奈	「哈呀～是这么回事呢……十香？就是因为你太过份了，大哥哥才会厌倦你了呢~」	1	{}				{}				2002077		10301	2	2	id_pose_1		id_look_8			2	{}	1.3										{}											{}												{}																	{}	{}										
2002077	2003	7	{}		100		我和十香，同时望向玩偶的方向，一时说不出话来。	1	{}				{}				2002078		1									{}											{}											{}												{}																	{}	{}										
2002078	2003	7	{}		100	夜刀神十香	「什么？！」	1	{}				{}				2002079		1									{}											{}											{}												{}																	{}	{}										
2002079	2003	7	{}		100	四糸奈	「哥哥是甩了十香后，来到四糸奈这里吧？这是事实吧？」	1	{}				{}				2002080		1									{}											{}											{}												{}																	{}	{}										
2002080	2003	7	{}		100	1	「拜托……你在说什么啊！」	1	{}				{}				2002081		1									{}											{}											{}												{}																	{}	{}										
2002081	2003	7	{}		100		我想反驳玩偶的发言，但被十香捂紧了嘴。	1	{}				{}				2002082		1									{}											{}											{}												{}																	{}	{}										
2002082	2003	7	{}		100	四糸奈	「呀～呀～真是对不起呢，这都是怪四糸奈太过充满魅力的缘故，所以大哥哥舍弃了十香而投向四糸奈了呢~」	1	{}				{}				2002083		1									{}											{}											{}												{}																	{}	{}										
2002083	2003	7	{}		100	夜刀神十香	「吵死了！闭嘴闭嘴闭嘴！不可以啊！这种事不可以啊！」	1	{}				{}				2002084		1			id_pose_4		id_look_8				{}											{}											{}												{}																	{}	{}										
2002084	2003	7	{}		100	四糸奈	「就算你说不可以也没办法哦，十香是没——人——要——的孩子~哈哈哈~」	1	{}				{}				2002085		1			id_pose_1		id_look_8				{}											{}											{}												{}																	{}	{}										
2002085	2003	7	{}		100	1	「十、十香！冷静点！」	1	{}				{}				2002086		1		2							{}											{}											{}												{}																	{}	{}										
2002086	2003	7	{}		100			1	{}				{}															{}											{}											{}												{}																	{}	{}										
		7	{}		100			1	{}				{}															{}											{}											{}												{}																	{}	{}										
		7	{}		100			1	{}				{}															{}											{}											{}												{}																	{}	{}										
		7	{}		100			1	{}				{}															{}											{}											{}												{}																	{}	{}										
		7	{}		100			1	{}				{}															{}											{}											{}												{}																	{}	{}										
		7	{}		100			1	{}				{}															{}											{}											{}												{}																	{}	{}										
		7	{}		100			1	{}				{}															{}											{}											{}												{}																	{}	{}										
		7	{}		100			1	{}				{}															{}											{}											{}												{}																	{}	{}										
		7	{}		100			1	{}				{}				2003001											{}											{}											{}												{}																	{}	{}										
2003001		7	{}		100		学校今天放假，我正好出门买点东西。	1	{}				{}				2003002											{}											{}											{}							scene/bg/bg_shangchang.png					{}																	{}	{}										
2003002		7	{}		100		走向商店街的路途中，我发现了熟悉的背影。	1	{}				{}				2003003											{}											{}											{}												{}																	{}	{}										
2003003		7	{}		100	1	「四糸奈……？你在这里做什么？」	1	{}				{}				2003004		10301	2		id_pose_3		id_look_8			2	{}	1.3										{}											{}												{}																	{}	{}										
2003004		7	{}		100	1	「……你的玩偶呢？啊，你在寻找它吗？」	1	{}				{}				2003005											{}											{}											{}												{}																	{}	{}										
2003005		7	{}		100	四糸乃	「不见了……昨天……不见了。」	1	{}				{}				2003006											{}											{}											{}												{}																	{}	{}										
2003006		7	{}		100		「这样啊，那我们一起寻找吧。」	1	{}				{}				2003007											{}											{}											{}												{}																	{}	{}										
2003007		7	{}		100	1	「放心吧，四糸奈。我已经拜托我的妹妹帮助寻找了，她一定有办法找到。」	1	{}				{}				2003008		10301	2		id_pose_3		id_look_8			2	{}	1.3										{}											{}												{}																	{}	{}										
2003008		7	{}		100	四糸乃	「不是……四糸奈，我的名字是……四糸乃，四糸奈是……我的朋友。」	1	{}				{}				2003009		1									{}											{}											{}												{}																	{}	{}										
2003009		7	{}		100	1	「唔？啊啊……原来是这样，四糸乃……」	1	{}				{}				2003010		1									{}											{}											{}												{}																	{}	{}										
2003010		7	{}		100		一起寻找了快两个小时，一阵奇怪的声音从四糸乃的方向传来。	1	{}				{}				2003011		1									{}											{}											{}												{}																	{}	{}										
2003011		7	{}		100	1	「原来如此……四糸乃，肚子饿了吗？」	1	{}				{}				2003012		1									{}											{}											{}												{}																	{}	{}										
