	剧本号	约会类型(1主线2日常4特殊）	条件	分支节点权重	触发几率	名称	文本内容	文字显示方式(1:逐个出现;2:直接出现)	特殊标注文字配置	文字框	选项类型(默认:普通;1:限时选项;2:选择UI框;3:选择图片;4:CG区域选项;5:单选)	特殊选项(addjump:延时添加选项;deljump:延时删除选项;image;图片选择;cg;CG区域选择)	插入图片	插入图片1	插入图片2	插入图片3	跳转（选项）	注释（1选项2收束3选项+收束4剧本开始5出现选项6单一选项7未使用）	人物模型1	模型出现方式1	模型消失方式1	人物动作1	快进时是否忽略1	人物面部1	表情包1	表情动作1	站位1	坐标偏移1	大小1	人物模型2	模型出现方式2	模型消失方式2	人物动作2	快进时是否忽略2	人物面部2	表情包2	表情动作2	站位2	坐标偏移2	大小2	人物模型3	模型出现方式3	模型消失方式3	人物动作3	快进时是否忽略3	人物面部3	表情包3	表情动作3	站位3	坐标偏移3	大小3	抖动效果参数	抖动对象(0:背景，1：模型1,2：模型2,3：模型3)	电话表现路径	电话表现动作	特效	背景	背景出现	背景效果(1：灰色，2：红色)	背景大小	运镜时间	背景坐标(中心点偏移)	bgm	背景音大小(1-100)	语音	角色嘴部动画	场景音效	普通音效	cg	CG锁定时间	事件类型	评分	显示评分	是否隐藏ui	一段时间后自动下一句（单位毫秒）	是否回忆	是否旁白	调用短信短信	奖励内容	重复完成奖励内容	可完成次数	视频	视频	结局	节点消耗	节点奖励	小游戏	规则	随机文本1	随机文本2
30100007	2102001	2	{}		100		我睁开眼睛一瞬间，看到折纸站在我座位旁边。	1	{}			{}	{}				30100008		10204			id_pose_5		id_look_2			2	{}	1.4										{}											{}										1.3		{}											1						{}	{}					{}	{}		{}		
30100008	2102001	2	{}		100	鸢一折纸	「发生什么事了吗？」	1	{}			{}	{}				30100009		1			id_pose_4		id_look_2			2	{}	1.4										{}											{}										1.3		{}											1						{}	{}					{}	{}		{}		
30100009	2102001	2	{}		100	1	「没有啦……只是你突然出现在我眼前，吓我一跳。」	1	{}			{}	{}				30100010		1								2	{}	1.4										{}											{}										1.3		{}											1						{}	{}					{}	{}		{}		
30100010	2102001	2	{}		100		发现折纸正盯着我的领口看，我下意识整理了一下外套。	1	{}			{}	{}				30100011		1								2	{}	1.4										{}											{}										1.3		{}											1						{}	{}					{}	{}		{}		
30100011	2102001	2	{}		100	1	「那个……鸢一，有什么事吗？」	1	{}			{}	{}				30100012		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30100012	2102001	2	{}		100	鸢一折纸	「折纸，叫我折纸。」	1	{}			{}	{}				30100013		1			id_pose_5		id_look_1			2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30100013	2102001	2	{}		100	1	「好吧……折纸，找我有事吗？」	1	{}			{}	{}				30100014		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30100014	2102001	2	{}		100	鸢一折纸	「一起去约会。」	1	{}			{}	{}				30100015		1			id_pose_4		id_look_6			2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30100015	2102001	2	{}		100		折纸面无表情地提出要求。	1	{}			{}	{}				30100016		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30100016	2102001	2	{}		100	1	「啊？！」	1	{}			{}	{}				30100017		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30100017	2102001	2	{}		100	鸢一折纸	「上次你答应过，我们一起约会。」	1	{}			{}	{}				30101101-30101201-30101301	5	1			id_pose_3		id_look_1			2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30101101	2102001	2	{}		100		今天很疲惫，不想去。	1	{}			{}	{}				30101102	1	10204			id_pose_5		id_look_2			2	{}	1.2										{}											{}							scene/bg/bg_jiaoshi.png			1	-1	{}	sound/bgm/date_001.mp3									-5	1						{}	{}					{}	{}		{}		
30101201	2102001	2	{}		100		我不记得我答应过你。	1	{}			{}	{}				30101102	1	10204			id_pose_5		id_look_2			2	{}	1.2										{}											{}							scene/bg/bg_jiaoshi.png			1	-1	{}	sound/bgm/date_001.mp3									-10	1						{}	{}					{}	{}		{}		
30101301	2102001	2	{}		100		好吧，我们现在出发？	1	{}			{}	{}				30101302	1	10204			id_pose_5		id_look_2			2	{}	1.2										{}											{}							scene/bg/bg_jiaoshi.png			1	-1	{}	sound/bgm/date_001.mp3									5	1						{}	{}					{}	{}		{}		
30101102	2102001	2	{}		100		我没有从折纸脸上看出生气的表情，不过她的眉毛挑了一下。	1	{}			{}	{}				30101103	2	1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30101103	2102001	2	{}		100	鸢一折纸	「[精灵]真是太讨厌了，下次找个机会杀了她们吧。」	1	{}			{}	{}				30101104		1			id_pose_4		id_look_3			2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30101104	2102001	2	{}		100	1	「啊啊啊啊啊……我想起来了！」	1	{}			{}	{}				30101105		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30101105	2102001	2	{}		100		折纸突然提到[精灵]，我的心脏漏跳了一拍。	1	{}			{}	{}				30101106		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30101106	2102001	2	{}		100	鸢一折纸	「想起了什么？」	1	{}			{}	{}				30101107		1			id_pose_4		id_look_7			2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30101107	2102001	2	{}		100	1	「请和我约会吧鸢一，上次AST的事情我还没来得及感谢你。」	1	{}			{}	{}				30101108		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30101108	2102001	2	{}		100	鸢一折纸	「可以，明天。」	1	{}			{}	{}				30101109		1			id_pose_3		id_look_3			2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30101109	2102001	2	{}		100	1	「好！没问题！没问题！」	1	{}			{}	{}				30101303		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30101302	2102001	2	{}		100	鸢一折纸	「明天去，今天只是提醒你。」	1	{}			{}	{}				30101303		1			id_pose_4		id_look_6			2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30101303	2102001	2	{}		100	1	「……明天啊……那……好吧。」	1	{}			{}	{}				30101304	2	1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30101304	2102001	2	{}		100	鸢一折纸	「明天，我到你家……」	1	{}			{}	{}				30101305		1			id_pose_3		id_look_6			2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30101305	2102001	2	{}		100	1	「啊别别别……我到你家楼下接你好了。」	1	{}			{}	{}				30101306		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30101306	2102001	2	{}		100		绝对不能让折纸到我家去……万一再和十香见面，后果不堪设想。	1	{}			{}	{}				30101307		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30101307	2102001	2	{}		100	鸢一折纸	「可以。」	1	{}			{}	{}				1030101308		1			id_pose_3		id_look_1			2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
1030101308	2102001		{}					1	{}			{}	{}				30101308											{}											{}											{}							scene/bg/bg_huanghunjiedao.png	2		1	-1	{}																	{}	{}					{}	{}		{}		
30101308	2102001	2	{}		100		第二天，我赶到折纸家楼下时，折纸已经在门口等我了。	1	{}			{}	{}				30101309		10204			id_pose_5		id_look_2			2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30101309	2102001	2	{}		100	1	「呼呼——呼呼——我……没有迟到吧？」	1	{}			{}	{}				30101310		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30101310	2102001	2	{}		100	鸢一折纸	「没有，距离约定时间还有5分21秒。」	1	{}			{}	{}				30101311		1			id_pose_3		id_look_1			2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30101311	2102001	2	{}		100	1	「你是看着时间在等我吗？」	1	{}			{}	{}				30101312		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30101312	2102001	2	{}		100		我挠挠头，有些不好意思地看着折纸。	1	{}			{}	{}				30101313		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30101313	2102001	2	{}		100	1	「那么……我们今天去什么地方呢？」	1	{}			{}	{}				30101314		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30101314	2102001	2	{}		100	鸢一折纸	「情侣酒店。」	1	{}			{}	{}				30101315		1			id_pose_4		id_look_6			2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30101315	2102001	2	{}		100	1	「驳回，绝对不去那种地方。」	1	{}			{}	{}				30101316		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30101316	2102001	2	{}		100		折纸转过头，用很小的声音“切”了一声。	1	{}			{}	{}				30101317		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30101317	2102001	2	{}		100	1	「要不……我们去美食街那边？」	1	{}			{}	{}				30101318		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30101318	2102001	2	{}		100	鸢一折纸	「可以， %s 想去吃什么？我可以在家里做。」	1	{}			{}	{}				30101319		1			id_pose_4		id_look_2			2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30101319	2102001	2	{}		100	1	「不不不……还是不用麻烦你了。」	1	{}			{}	{}				30201101		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30201101	2102001	2	{}		100		去面包店看看有没有好吃的面包。	1	{}			{}	{}				30201102	6	10204			id_pose_4		id_look_2			2	{}	1.2										{}											{}							scene/bg/bg_huanghunjiedao.png			1	-1	{}	sound/bgm/date_001.mp3									10	1						{}	{}					{}	{}		{}		
30201201	2102001	2	{}		100		去水吧喝一点正常的饮料吧。	1	{}			{}	{}				30201102	7	10204			id_pose_4		id_look_2			2	{}	1.2										{}											{}							scene/bg/bg_huanghunjiedao.png			1	-1	{}	sound/bgm/date_001.mp3									10	1						{}	{}					{}	{}		{}		
30201301	2102001	2	{}		100		去餐厅？我请你吃寿司好了。	1	{}			{}	{}				30201102	7	10204			id_pose_4		id_look_2			2	{}	1.2										{}											{}							scene/bg/bg_huanghunjiedao.png			1	-1	{}	sound/bgm/date_001.mp3									10	1						{}	{}					{}	{}		{}		
30201102	2102001	2	{}		100	鸢一折纸	「可以，我们出发吧。」	1	{}			{}	{}				30201103	2	1			id_pose_4		id_look_2			2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30201103	2102001	2	{}		100		折纸突然抱住我的手臂。	1	{}			{}	{}				30201104		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30201104	2102001	2	{}		100	1	「啊啊……那个……这样走路会不会……不太方便。」	1	{}			{}	{}				30201105		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30201105	2102001	2	{}		100	鸢一折纸	「不会。」	1	{}			{}	{}				30201106		1			id_pose_4		id_look_6			2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30201106	2102001	2	{}		100		折纸的胸部卡住我的手臂，产生了一种难以形容的触感。	1	{}			{}	{}				30201107		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30201107	2102001	2	{}		100	1	「……在街上这样走路……也太奇怪了吧……」	1	{}			{}	{}				30201108		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30201108	2102001	2	{}		100		我咽下口水，努力把手臂从折纸的怀里抽出来。	1	{}			{}	{}				30201109		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30201109	2102001	2	{}		100	鸢一折纸	「我们是恋人，在街上做什么都可以，甚至……」	1	{}			{}	{}				30201110		1			id_pose_4		id_look_6			2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30201110	2102001	2	{}		100	1	「好了好了，我们就这样正常地走过去吧。」	1	{}			{}	{}				30201111		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30201111	2102001	2	{}		100		折纸的表情没有变，但眼神暗淡了下来。	1	{}			{}	{}				30201112		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30201112	2102001	2	{}		100	鸢一折纸	「提出申请——牵手。」	1	{}			{}	{}				30201113		1			id_pose_4		id_look_7			2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30201113	2102001	2	{}		100		我想了想，牵手应该没什么问题吧。	1	{}			{}	{}				30201114		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30201114	2102001	2	{}		100	1	「这个可以同意哦。」	1	{}			{}	{}				30201115		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30201115	2102001	2	{}		100		我把手伸出的一瞬间，折纸迅速抓住了我的手腕，凛冽的气势吓了我一跳。	1	{}			{}	{}				30301101-30301201	5	1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30301101	2102001	2	{}		100		我整个人都是你的，不用着急。	1	{}			{}	{}				30301102	1	10204			id_pose_3		id_look_2			2	{}	1.2										{}											{}							scene/bg/bg_huanghunjiedao.png			1	-1	{}	sound/bgm/date_001.mp3									10	1						{}	{}					{}	{}		{}		
30301201	2102001	2	{}		100		折纸好可怕。	1	{}			{}	{}				30301102	1	10204			id_pose_3		id_look_2			2	{}	1.2										{}											{}							scene/bg/bg_huanghunjiedao.png			1	-1	{}	sound/bgm/date_001.mp3									-10	1						{}	{}					{}	{}		{}		
30301102	2102001	2	{}		100	鸢一折纸	「牵手是恋人的权利。」	1	{}			{}	{}				30301103	2	1			id_pose_3		id_look_3			2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30301103	2102001	2	{}		100		折纸的眼神很坚定，像是在宣示自己的主导权一样。	1	{}			{}	{}				30301104		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30301104	2102001	2	{}		100	1	「知道啦……知道啦。」	1	{}			{}	{}				30301105		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30301105	2102001	2	{}		100		感觉……折纸比我想象得要粘人。	1	{}			{}	{}				30301106		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30301106	2102001	2	{}		100		以前在班里，我一直觉得折纸是个很孤高的女孩子。	1	{}			{}	{}				30301107		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30301107	2102001	2	{}		100		她总是一个人坐在座位上看书，成绩很好，很努力，但没什么朋友。	1	{}			{}	{}				30301108		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30301108	2102001	2	{}		100	鸢一折纸	「面包店，走这边。」	1	{}			{}	{}				1030301109		1			id_pose_4		id_look_2			2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
1030301109	2102001		{}					1	{}			{}	{}				30301109											{}											{}											{}							scene/bg/bg_meishijie.png	2		1	-1	{}																	{}	{}					{}	{}		{}		
30301109	2102001	2	{}		100		折纸牵着我的手，向面包店的方向走去。	1	{}			{}	{}				30301110		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30301110	2102001	2	{}		100	1	「嗯。」	1	{}			{}	{}				30301111		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30301111	2102001	2	{}		100	鸢一折纸	「 %s ，你刚刚心跳加速了。」	1	{}			{}	{}				30301112		1			id_pose_3		id_look_6			2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30301112	2102001	2	{}		100		折纸平淡地说着。	1	{}			{}	{}				30301113		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30301113	2102001	2	{}		100	1	「啊啊啊啊……没有……没有啊哈哈哈。」	1	{}			{}	{}				30301114		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30301114	2102001	2	{}		100	鸢一折纸	「脉搏有变化。」	1	{}			{}	{}				30301115		1			id_pose_3		id_look_6			2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30301115	2102001	2	{}		100		折纸的脸颊开始泛红。	1	{}			{}	{}				30301116		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30301116	2102001	2	{}		100	鸢一折纸	「如果太喜欢我会心脏加速，请小心。」	1	{}			{}	{}				30301117		1			id_pose_3		id_look_3			2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30301117	2102001	2	{}		100	1	「嗯啊，我会小心地喜欢折纸。」	1	{}			{}	{}				1030301118		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
1030301118	2102001		{}					1	{}			{}	{}				30301118											{}											{}											{}							scene/bg/bg_mianbaodian.png	2		1	-1	{}																	{}	{}					{}	{}		{}		
30301118	2102001	2	{}		100		到达面包店，感觉今天店里的面包品种增加了。	1	{}			{}	{}				30301119		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30301119	2102001	2	{}		100	1	「那个……折纸，我的手……」	1	{}			{}	{}				30301120		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30301120	2102001	2	{}		100		折纸一直抓着我的手，这样我的活动范围就被限制了。	1	{}			{}	{}				30301121		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30301121	2102001	2	{}		100	鸢一折纸	「没有特殊情况，不放。」	1	{}			{}	{}				30301122		1			id_pose_4		id_look_6			2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30301122	2102001	2	{}		100		折纸捏了捏我的手腕，我感觉我的手心开始慢慢出汗。	1	{}			{}	{}				30301123		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30301123	2102001	2	{}		100	1	「啊……这样啊。」	1	{}			{}	{}				30301124		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30301124	2102001	2	{}		100		折纸的眼神里透露出她的坚决，我没有再反抗。	1	{}			{}	{}				30301125		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30301125	2102001	2	{}		100	鸢一折纸	「 %s ，喜欢吃什么口味的面包？」	1	{}			{}	{}				30301126		1			id_pose_3		id_look_2			2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30301126	2102001	2	{}		100		这个问题本来是我想问的，被折纸抢先了。	1	{}			{}	{}				30301127		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30301127	2102001	2	{}		100	1	「哎？我吗？……我喜欢……」	1	{}			{}	{}				30401101-30401201-30401301	5	1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30401101	2102001	2	{}		100		黄豆粉面包	1	{}			{}	{}				30401102	1	10204			id_pose_3		id_look_2			2	{}	1.2										{}											{}							scene/bg/bg_mianbaodian.png			1	-1	{}	sound/bgm/date_001.mp3									-10	1						{}	{}					{}	{}		{}		
30401201	2102001	2	{}		100		牛奶夹心吐司	1	{}			{}	{}				30401202	1	10204			id_pose_3		id_look_2			2	{}	1.2										{}											{}							scene/bg/bg_mianbaodian.png			1	-1	{}	sound/bgm/date_001.mp3									5	1						{}	{}					{}	{}		{}		
30401301	2102001	2	{}		100		巧克力面包	1	{}			{}	{}				30401302	1	10204			id_pose_3		id_look_2			2	{}	1.2										{}											{}							scene/bg/bg_mianbaodian.png			1	-1	{}	sound/bgm/date_001.mp3									10	1						{}	{}					{}	{}		{}		
30401102	2102001	2	{}		100	鸢一折纸	「黄豆粉面包，记下了。为什么会喜欢这个？」	1	{}			{}	{}				30401103		1			id_pose_5		id_look_1			2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30401103	2102001	2	{}		100		折纸歪着头，看起来像是在很认真地研究我的喜好。	1	{}			{}	{}				30401104		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30401104	2102001	2	{}		100	1	「这个……为什么啊……」	1	{}			{}	{}				30401105		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30401105	2102001	2	{}		100		我想了想，其实我并没有太明显的喜好，多数时候都是随机选择。	1	{}			{}	{}				30401106		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30401106	2102001	2	{}		100	1	「大概是因为十香喜欢吃黄豆粉面包，我是每次都迁就她。」	1	{}			{}	{}				30401107		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30401107	2102001	2	{}		100		每次到面包店，十香都会买一大堆黄豆粉面包回家。	1	{}			{}	{}				30401108		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30401108	2102001	2	{}		100		所以最近很长一段时间里，我都没有再吃过其他口味的面包了。	1	{}			{}	{}				30401109		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30401109	2102001	2	{}		100	鸢一折纸	「十香……夜刀神。」	1	{}			{}	{}				30401110		1			id_pose_4		id_look_1			2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30401110	2102001	2	{}		100		折纸的眼神突然变得冰冷，我意识到自己犯了一个大错。	1	{}			{}	{}				30401111		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30401111	2102001	2	{}		100		我竟然在约会的时候提到别的女孩子的喜好……	1	{}			{}	{}				30401112		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30401112	2102001	2	{}		100		如果令音小姐知道一定会批评我的。	1	{}			{}	{}				30401113		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30401113	2102001	2	{}		100	1	「啊啊……没有……其实是我也很喜欢吃啦。」	1	{}			{}	{}				30401114		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30401114	2102001	2	{}		100		折纸说话的语气突然变得低沉，好像……生气了。	1	{}			{}	{}				30401115		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30401115	2102001	2	{}		100	鸢一折纸	「为什么？……为什么对[精灵]这么好？」	1	{}			{}	{}				30501101-30501201	5	1			id_pose_3		id_look_1			2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30401202	2102001	2	{}		100	鸢一折纸	「牛奶？」	1	{}			{}	{}				30401203		1			id_pose_3		id_look_3			2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30401203	2102001	2	{}		100	1	「嗯……牛奶……怎么了吗？」	1	{}			{}	{}				30401204		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30401204	2102001	2	{}		100	鸢一折纸	「 %s ，喜欢乳制品吗？」	1	{}			{}	{}				30401205		1			id_pose_3		id_look_6			2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30401205	2102001	2	{}		100	1	「嘛……算喜欢吧，有什么问题吗？」	1	{}			{}	{}				30401206		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
30401206	2102001	2	{}		100		折纸好像很执着于牛奶的问题。	1	{}			{}	{}				30401207		1								2	{}	1.2										{}											{}										1		{}											1						{}	{}					{}	{}		{}		
