id	角色（策划用）	角色形态	动画资源名	动作名	程序动作	特效触发帧	特效挂点	上层特效资源	上层特效动作	下层特效资源	下层特效动作
68	反转十香	2	fight_10103	Pretreat	retreat						
69	反转十香	2	fight_10103	Pdodge	quickmove						
70	反转十香	2	fight_10103	Pstand	stand						
71	反转十香	2	fight_10103	Pstandup	standup						
72	反转十香	2	fight_10103	Pstandup	floorRelive						
73	反转十香	2	fight_10103	Pstandup	kneelRelive						
74	反转十香	2	fight_10103	win	win						
75	鸢一折纸	1	fight_10201	born	born	effect0	root	effects_10201_born	effects_10201_born		
76	鸢一折纸	1	fight_10201	departure	departure						
77	鸢一折纸	1	fight_10201	die1	die1						
78	鸢一折纸	1	fight_10201	die2	die2						
79	鸢一折纸	1	fight_10201	entrance	entrance						
80	鸢一折纸	1	fight_10201	float	float						
81	鸢一折纸	1	fight_10201	floathurt	floathurt						
82	鸢一折纸	1	fight_10201	floor	floor						
83	鸢一折纸	1	fight_10201	hurt1	hurt1						
84	鸢一折纸	1	fight_10201	hurt2	hurt2						
85	鸢一折纸	1	fight_10201	hurt3	hurt3						
86	鸢一折纸	1	fight_10201	move	move						
87	鸢一折纸	1	fight_10201	walk	walk						
88	鸢一折纸	1	fight_10201	retreat	retreat						
89	鸢一折纸	1	fight_10201	quickmove	quickmove						
90	鸢一折纸	1	fight_10201	stand	stand						
91	鸢一折纸	1	fight_10201	standup	standup						
92	鸢一折纸	1	fight_10201	standup	floorRelive						
93	鸢一折纸	1	fight_10201	standup	kneelRelive						
94	鸢一折纸	1	fight_10201	win	win	effect0	root	effects_10201_win	win		
95	四糸乃	1	fight_10301	born	born						
96	四糸乃	1	fight_10301	departure	departure						
97	四糸乃	1	fight_10301	die1	die1						
98	四糸乃	1	fight_10301	die2	die2						
99	四糸乃	1	fight_10301	entrance	entrance						
100	四糸乃	1	fight_10301	float	float						
101	四糸乃	1	fight_10301	floathurt	floathurt						
102	四糸乃	1	fight_10301	floor	floor						
103	四糸乃	1	fight_10301	hurt	hurt1						
104	四糸乃	1	fight_10301	hurt	hurt2						
105	四糸乃	1	fight_10301	move	move						
106	四糸乃	1	fight_10301	move	walk						
107	四糸乃	1	fight_10301	move	retreat						
108	四糸乃	1	fight_10301	quickmove	quickmove						
109	四糸乃	1	fight_10301	stand	stand						
110	四糸乃	1	fight_10301	standup	standup						
111	四糸乃	1	fight_10301	standup	floorRelive						
112	四糸乃	1	fight_10301	standup	kneelRelive						
113	四糸乃	1	fight_10301	win	win						
114	时崎狂三	1	fight_10401	born	born	effect0	root	effects_10401_born	up	effects_10401_born	down
115	时崎狂三	1	fight_10401	departure	departure						
116	时崎狂三	1	fight_10401	die1	die1						
117	时崎狂三	1	fight_10401	die2	die2						
118	时崎狂三	1	fight_10401	entrance	entrance						
119	时崎狂三	1	fight_10401	float	float						
120	时崎狂三	1	fight_10401	floathurt	floathurt						
121	时崎狂三	1	fight_10401	floor	floor						
122	时崎狂三	1	fight_10401	hurt	hurt1						
123	时崎狂三	1	fight_10401	huit2	hurt2						
124	时崎狂三	1	fight_10401	move	move						
125	时崎狂三	1	fight_10401	move7	walk						
126	时崎狂三	1	fight_10401	move8	retreat						
127	时崎狂三	1	fight_10401	quickmove	quickmove						
128	时崎狂三	1	fight_10401	stand	stand						
129	时崎狂三	1	fight_10401	standup	standup						
130	时崎狂三	1	fight_10401	standup	floorRelive						
131	时崎狂三	1	fight_10401	standup	kneelRelive						
132	时崎狂三	1	fight_10401	win	win						
133	五河琴里	1	fight_10501	entrance	born						
134	五河琴里	1	fight_10501	departure	departure						
135	五河琴里	1	fight_10501	die1	die1						
136	五河琴里	1	fight_10501	die2	die2						
137	五河琴里	1	fight_10501	entrance	entrance						
138	五河琴里	1	fight_10501	float	float						
139	五河琴里	1	fight_10501	floathurt	floathurt						
140	五河琴里	1	fight_10501	flip	floor						
141	五河琴里	1	fight_10501	hurt1	hurt1						
142	五河琴里	1	fight_10501	hurt2	hurt2						
143	五河琴里	1	fight_10501	move	move						
144	五河琴里	1	fight_10501	walk	walk						
145	五河琴里	1	fight_10501	retreat	retreat						
146	五河琴里	1	fight_10501	quickmove	quickmove						
147	五河琴里	1	fight_10501	stand	stand						
148	五河琴里	1	fight_10501	standup	standup						
149	五河琴里	1	fight_10501	floorRelive	floorRelive						
150	五河琴里	1	fight_10501	kneelRelive	kneelRelive						
151	五河琴里	1	fight_10501	win_2	win						
152	五河琴里	2	fight_10501	departure	departure						
153	五河琴里	2	fight_10501	Pdie1	die1						
154	五河琴里	2	fight_10501	Pdie2	die2						
155	五河琴里	2	fight_10501	Pfloat	float						
156	五河琴里	2	fight_10501	Pfloathurt	floathurt						
157	五河琴里	2	fight_10501	Pflip	floor						
158	五河琴里	2	fight_10501	Phurt1	hurt1						
159	五河琴里	2	fight_10501	Phurt2	hurt2						
160	五河琴里	2	fight_10501	Pmove	move						
161	五河琴里	2	fight_10501	Pwalk	walk						
162	五河琴里	2	fight_10501	Pretreat	retreat						
163	五河琴里	2	fight_10501	Pdodge	quickmove						
164	五河琴里	2	fight_10501	Pstand	stand						
165	五河琴里	2	fight_10501	Pstandup	standup						
166	五河琴里	2	fight_10501	PfloorRelive	floorRelive						
167	五河琴里	2	fight_10501	PkneelRelive	kneelRelive						
168	五河琴里	2	fight_10501	Pwin2	win						
169	DEM崇宫真那	1	fight_10601	born	born						
170	DEM崇宫真那	1	fight_10601	departure	departure						
171	DEM崇宫真那	1	fight_10601	die1	die1						
172	DEM崇宫真那	1	fight_10601	die2	die2						
173	DEM崇宫真那	1	fight_10601	entrance	entrance						
174	DEM崇宫真那	1	fight_10601	float	float						
175	DEM崇宫真那	1	fight_10601	floathurt	floathurt						
176	DEM崇宫真那	1	fight_10601	floor	floor						
177	DEM崇宫真那	1	fight_10601	hurt	hurt1						
178	DEM崇宫真那	1	fight_10601	hurt	hurt2						
179	DEM崇宫真那	1	fight_10601	move	move						
180	DEM崇宫真那	1	fight_10601	move	walk						
181	DEM崇宫真那	1	fight_10601	move	retreat						
182	DEM崇宫真那	1	fight_10601	quickmove	quickmove						
183	DEM崇宫真那	1	fight_10601	stand	stand						
184	DEM崇宫真那	1	fight_10601	standup	standup						
185	DEM崇宫真那	1	fight_10601	standup	floorRelive						
186	DEM崇宫真那	1	fight_10601	standup	kneelRelive						
187	DEM崇宫真那	1	fight_10601	win	win						
188	八舞耶俱矢	1	fight_10701	born	born	effect0	root	effects_10701_born	animation		
189	八舞耶俱矢	1	fight_10701	departure	departure						
190	八舞耶俱矢	1	fight_10701	die1	die1						
191	八舞耶俱矢	1	fight_10701	die2	die2						
192	八舞耶俱矢	1	fight_10701	entrance	entrance						
193	八舞耶俱矢	1	fight_10701	float	float						
194	八舞耶俱矢	1	fight_10701	floathurt	floathurt						
195	八舞耶俱矢	1	fight_10701	floor	floor						
196	八舞耶俱矢	1	fight_10701	hurt	hurt1						
197	八舞耶俱矢	1	fight_10701	hurt	hurt2						
198	八舞耶俱矢	1	fight_10701	move	move						
199	八舞耶俱矢	1	fight_10701	move	walk						
200	八舞耶俱矢	1	fight_10701	move	retreat						
201	八舞耶俱矢	1	fight_10701	quickmove	quickmove						
202	八舞耶俱矢	1	fight_10701	stand	stand						
203	八舞耶俱矢	1	fight_10701	standup	standup						
204	八舞耶俱矢	1	fight_10701	standup	floorRelive						
205	八舞耶俱矢	1	fight_10701	standup	kneelRelive						
206	八舞耶俱矢	1	fight_10701	win	win						
207	八舞夕弦	1	fight_10801	skillF	born	effect0	root	effects_10801_skillf	skillf		
208	八舞夕弦	1	fight_10801	departure	departure						
209	八舞夕弦	1	fight_10801	die1	die1						
210	八舞夕弦	1	fight_10801	die2	die2						
211	八舞夕弦	1	fight_10801	entrance	entrance						
212	八舞夕弦	1	fight_10801	float	float						
213	八舞夕弦	1	fight_10801	floathurt	floathurt						
214	八舞夕弦	1	fight_10801	floor	floor						
215	八舞夕弦	1	fight_10801	hurt	hurt1						
216	八舞夕弦	1	fight_10801	hurt	hurt2						
217	八舞夕弦	1	fight_10801	move	move						
218	八舞夕弦	1	fight_10801	move	walk						
219	八舞夕弦	1	fight_10801	move	retreat						
220	八舞夕弦	1	fight_10801	quickmove	quickmove						
221	八舞夕弦	1	fight_10801	stand	stand						
222	八舞夕弦	1	fight_10801	standup	standup						
223	八舞夕弦	1	fight_10801	standup	floorRelive						
224	八舞夕弦	1	fight_10801	standup	kneelRelive						
225	八舞夕弦	1	fight_10801	win	win						
226	爱莲	1	fight_11001	born	born	effect0	root	fight_10901_born	born		
227	爱莲	1	fight_11001	departure	departure						
228	爱莲	1	fight_11001	die1	die1						
229	爱莲	1	fight_11001	die2	die2						
230	爱莲	1	fight_11001	born	entrance						
231	爱莲	1	fight_11001	float	float						
232	爱莲	1	fight_11001	floathurt	floathurt						
233	爱莲	1	fight_11001	flip	floor						
234	爱莲	1	fight_11001	hurt1	hurt1						
235	爱莲	1	fight_11001	hurt2	hurt2						
236	爱莲	1	fight_11001	move	move						
237	爱莲	1	fight_11001	walk	walk						
238	爱莲	1	fight_11001	retreat	retreat						
239	爱莲	1	fight_11001	quickmove	quickmove						
240	爱莲	1	fight_11001	stand	stand						
241	爱莲	1	fight_11001	standup	standup						
242	爱莲	1	fight_11001	standup	floorRelive						
243	爱莲	1	fight_11001	standup	kneelRelive						
244	爱莲	1	fight_11001	win	win						
245	诱宵美九	1	fight_11001	born	born	effect0	root	effects_11001_born	effects_11001_born		
246	诱宵美九	1	fight_11001	entrance	departure						
247	诱宵美九	1	fight_11001	die1	die1						
248	诱宵美九	1	fight_11001	die2	die2						
249	诱宵美九	1	fight_11001	entrance	entrance						
250	诱宵美九	1	fight_11001	float	float						
251	诱宵美九	1	fight_11001	floathurt	floathurt						
252	诱宵美九	1	fight_11001	floor	floor						
253	诱宵美九	1	fight_11001	hurt	hurt1						
254	诱宵美九	1	fight_11001	hurt	hurt2						
255	诱宵美九	1	fight_11001	move	move						
256	诱宵美九	1	fight_11001	move	walk						
257	诱宵美九	1	fight_11001	move	retreat						
258	诱宵美九	1	fight_11001	quickmove	quickmove						
259	诱宵美九	1	fight_11001	stand	stand						
260	诱宵美九	1	fight_11001	standup	standup						
261	诱宵美九	1	fight_11001	standup	floorRelive						
262	诱宵美九	1	fight_11001	standup	kneelRelive						
263	诱宵美九	1	fight_11001	win	win	effect0	root	effects_11001_win	effects_11001_win		
264	近战AST小怪：出生	1	fight_20101	born	born						
265	近战AST小怪：倒地死亡	1	fight_20101	die1	die1						
266	近战AST小怪：瘫痪	1	fight_20101	die2	die2						
267	近战AST小怪：浮空	1	fight_20101	float	float						
268	近战AST小怪：浮空受击	1	fight_20101	floathurt	floathurt						
269	近战AST小怪：倒地+倒地弹起	1	fight_20101	floor	floor						
270	近战AST小怪：地面受击1	1	fight_20101	hurt1	hurt1						
271	近战AST小怪：地面受击2	1	fight_20101	hurt2	hurt2						
272	近战AST小怪：冰冻动作	1	fight_20101	hurt3	hurt3						
273	近战AST小怪	1	fight_20101	move	move						
274	近战AST小怪	1	fight_20101	stand	stand						
275	近战AST小怪	1	fight_20101	standup	standup						
276	近战AST小怪：走路动作	1	fight_20101	move1	walk						
277	近战AST小怪：后退动作	1	fight_20101	move2	retreat						
278	远程AST小怪	1	fight_20201	born	born						
279	远程AST小怪	1	fight_20201	die1	die1						
280	远程AST小怪	1	fight_20201	die2	die2						
281	远程AST小怪	1	fight_20201	float	float						
282	远程AST小怪	1	fight_20201	floathurt	floathurt						
283	远程AST小怪	1	fight_20201	floor	floor						
284	远程AST小怪	1	fight_20201	hurt1	hurt1						
285	远程AST小怪	1	fight_20201	hurt2	hurt2						
286	远程AST小怪	1	fight_20201	hurt3	hurt3						
287	远程AST小怪	1	fight_20201	move	move						
288	远程AST小怪	1	fight_20201	stand	stand						
289	远程AST小怪	1	fight_20201	standup	standup						
290	远程AST小怪	1	fight_20201	walk	walk						
291	远程AST小怪	1	fight_20201	retreat	retreat						
292	综合AST小怪	1	fight_20301	born	born						
293	综合AST小怪	1	fight_20301	die1	die1						
294	综合AST小怪	1	fight_20301	die2	die2						
295	综合AST小怪	1	fight_20301	float	float						
296	综合AST小怪	1	fight_20301	floathurt	floathurt						
297	综合AST小怪	1	fight_20301	flip	floor						
298	综合AST小怪	1	fight_20301	hurt1	hurt1						
299	综合AST小怪	1	fight_20301	hurt2	hurt2						
300	综合AST小怪	1	fight_20301	hurt3	hurt3						
301	综合AST小怪	1	fight_20301	move	move						
302	综合AST小怪	1	fight_20301	stand	stand						
303	综合AST小怪	1	fight_20301	standup	standup						
304	综合AST小怪	1	fight_20301	walk	walk						
305	综合AST小怪	1	fight_20301	retreat	retreat						
306	高阶近战AST小怪	1	fight_20401	born	born						
307	高阶近战AST小怪	1	fight_20401	die1	die1						
308	高阶近战AST小怪	1	fight_20401	die2	die2						
309	高阶近战AST小怪	1	fight_20401	float	float						
310	高阶近战AST小怪	1	fight_20401	floathurt	floathurt						
311	高阶近战AST小怪	1	fight_20401	flip	floor						
312	高阶近战AST小怪	1	fight_20401	hurt1	hurt1						
313	高阶近战AST小怪	1	fight_20401	hurt2	hurt2						
314	高阶近战AST小怪	1	fight_20401	hurt3	hurt3						
315	高阶近战AST小怪	1	fight_20401	move	move						
316	高阶近战AST小怪	1	fight_20401	stand	stand						
317	高阶近战AST小怪	1	fight_20401	standup	standup						
318	高阶近战AST小怪	1	fight_20401	walk	walk						
319	高阶近战AST小怪	1	fight_20401	retreat	retreat						
320	高阶远程AST小怪	1	fight_20501	born	born						
321	高阶远程AST小怪	1	fight_20501	die1	die1						
322	高阶远程AST小怪	1	fight_20501	die2	die2						
323	高阶远程AST小怪	1	fight_20501	float	float						
324	高阶远程AST小怪	1	fight_20501	floathurt	floathurt						
325	高阶远程AST小怪	1	fight_20501	flip	floor						
326	高阶远程AST小怪	1	fight_20501	hurt1	hurt1						
327	高阶远程AST小怪	1	fight_20501	hurt2	hurt2						
328	高阶远程AST小怪	1	fight_20501	hurt3	hurt3						
329	高阶远程AST小怪	1	fight_20501	move	move						
330	高阶远程AST小怪	1	fight_20501	stand	stand						
331	高阶远程AST小怪	1	fight_20501	standup	standup						
332	高阶远程AST小怪	1	fight_20501	walk	walk						
333	高阶远程AST小怪	1	fight_20501	retreat	retreat						
334	高阶综合AST小怪	1	fight_20601	born	born						
335	高阶综合AST小怪	1	fight_20601	die1	die1						
336	高阶综合AST小怪	1	fight_20601	die2	die2						
337	高阶综合AST小怪	1	fight_20601	float	float						
338	高阶综合AST小怪	1	fight_20601	floathurt	floathurt						
339	高阶综合AST小怪	1	fight_20601	flip	floor						
340	高阶综合AST小怪	1	fight_20601	hurt1	hurt1						
341	高阶综合AST小怪	1	fight_20601	hurt2	hurt2						
342	高阶综合AST小怪	1	fight_20601	hurt3	hurt3						
343	高阶综合AST小怪	1	fight_20601	move	move						
344	高阶综合AST小怪	1	fight_20601	stand	stand						
345	高阶综合AST小怪	1	fight_20601	standup	standup						
346	高阶综合AST小怪	1	fight_20601	walk	walk						
347	高阶综合AST小怪	1	fight_20601	retreat	retreat						
348	日下部燎子	1	fight_30201	born	born						
349	日下部燎子	1	fight_30201	die1	die1						
350	日下部燎子	1	fight_30201	die2	die2						
351	日下部燎子	1	fight_30201	float	float						
352	日下部燎子	1	fight_30201	floathurt	floathurt						
353	日下部燎子	1	fight_30201	floor	floor						
354	日下部燎子	1	fight_30201	hurt	hurt						
355	日下部燎子	1	fight_30201	move	move						
356	日下部燎子	1	fight_30201	stand	stand						
357	日下部燎子	1	fight_30201	standup	standup						
358	机械蚊子	1	fight_21301	die1	die1						
359	机械蚊子	1	fight_21301	die2	die2						
360	机械蚊子	1	fight_21301	die3	die3						
361	机械蚊子	1	fight_21301	float	float						
362	机械蚊子	1	fight_21301	floathurt	floathurt						
363	机械蚊子	1	fight_21301	floor	floor						
364	机械蚊子	1	fight_21301	hurt	hurt						
365	机械蚊子	1	fight_21301	move	move						
366	机械蚊子	1	fight_21301	stand	stand						
367	机械蚊子	1	fight_21301	standup	standup						
368	机械蚊子	1	fight_21301	die1	die1						
369	机械蚊子	1	fight_21301	die2	die2						
370	机械蚊子	1	fight_21301	die3	die3						
371	机械蚊子	1	fight_21301	float	float						
372	机械蚊子	1	fight_21301	floathurt	floathurt						
373	机械蚊子	1	fight_21301	floor	floor						
374	机械蚊子	1	fight_21301	hurt	hurt						
375	机械蚊子	1	fight_21301	move	move						
376	机械蚊子	1	fight_21301	stand	stand						
377	机械蚊子	1	fight_21301	standup	standup						
378	机械蚊子	1	fight_21301	die1	die1						
379	机械蚊子	1	fight_21301	die2	die2						
380	机械蚊子	1	fight_21301	die3	die3						
381	机械蚊子	1	fight_21301	float	float						
382	机械蚊子	1	fight_21301	floathurt	floathurt						
383	机械蚊子	1	fight_21301	floor	floor						
384	机械蚊子	1	fight_21301	hurt	hurt						
385	机械蚊子	1	fight_21301	move	move						
386	机械蚊子	1	fight_21301	stand	stand						
387	机械蚊子	1	fight_21301	standup	standup						
388	机械蚊子	1	fight_21301	die1	die1						
389	机械蚊子	1	fight_21301	die2	die2						
390	机械蚊子	1	fight_21301	die3	die3						
391	机械蚊子	1	fight_21301	float	float						
392	机械蚊子	1	fight_21301	floathurt	floathurt						
393	机械蚊子	1	fight_21301	floor	floor						
394	机械蚊子	1	fight_21301	hurt	hurt						
395	机械蚊子	1	fight_21301	move	move						
396	机械蚊子	1	fight_21301	stand	stand						
397	机械蚊子	1	fight_21301	standup	standup						
398	机械蚊子	1	fight_21301	die1	die1						
399	机械蚊子	1	fight_21301	die2	die2						
400	机械蚊子	1	fight_21301	die3	die3						
401	机械蚊子	1	fight_21301	float	float						
402	机械蚊子	1	fight_21301	floathurt	floathurt						
403	机械蚊子	1	fight_21301	floor	floor						
404	机械蚊子	1	fight_21301	hurt	hurt						
405	机械蚊子	1	fight_21301	move	move						
406	机械蚊子	1	fight_21301	stand	stand						
407	机械蚊子	1	fight_21301	standup	standup						
408	机械蚊子	1	fight_21301	die1	die1						
409	机械蚊子	1	fight_21301	die2	die2						
410	机械蚊子	1	fight_21301	die3	die3						
411	机械蚊子	1	fight_21301	float	float						
412	机械蚊子	1	fight_21301	floathurt	floathurt						
413	机械蚊子	1	fight_21301	floor	floor						
414	机械蚊子	1	fight_21301	hurt	hurt						
415	机械蚊子	1	fight_21301	move	move						
416	机械蚊子	1	fight_21301	stand	stand						
417	机械蚊子	1	fight_21301	standup	standup						
418	机械蚊子	1	fight_21301	die1	die1						
419	机械蚊子	1	fight_21301	die2	die2						
420	机械蚊子	1	fight_21301	die3	die3						
421	机械蚊子	1	fight_21301	float	float						
422	机械蚊子	1	fight_21301	floathurt	floathurt						
423	机械蚊子	1	fight_21301	floor	floor						
424	机械蚊子	1	fight_21301	hurt	hurt						
425	机械蚊子	1	fight_21301	move	move						
426	机械蚊子	1	fight_21301	stand	stand						
427	机械蚊子	1	fight_21301	standup	standup						
428	机械蚊子	1	fight_21301	die1	die1						
429	机械蚊子	1	fight_21301	die2	die2						
430	机械蚊子	1	fight_21301	die3	die3						
431	机械蚊子	1	fight_21301	float	float						
432	机械蚊子	1	fight_21301	floathurt	floathurt						
433	机械蚊子	1	fight_21301	floor	floor						
434	机械蚊子	1	fight_21301	hurt	hurt						
435	机械蚊子	1	fight_21301	move	move						
436	机械蚊子	1	fight_21301	stand	stand						
437	机械蚊子	1	fight_21301	standup	standup						
438	机械蚊子	1	fight_21301	die1	die1						
439	机械蚊子	1	fight_21301	die2	die2						
440	机械蚊子	1	fight_21301	die3	die3						
441	机械蚊子	1	fight_21301	float	float						
442	机械蚊子	1	fight_21301	floathurt	floathurt						
443	机械蚊子	1	fight_21301	floor	floor						
444	机械蚊子	1	fight_21301	hurt	hurt						
445	机械蚊子	1	fight_21301	move	move						
446	机械蚊子	1	fight_21301	stand	stand						
447	机械蚊子	1	fight_21301	standup	standup						
448	机械远程	1	fight_21501	die1	die1						
449	机械远程	1	fight_21501	die2	die2						
450	机械远程	1	fight_21501	float	float						
451	机械远程	1	fight_21501	floathurt	floathurt						
452	机械远程	1	fight_21501	floor	floor						
453	机械远程	1	fight_21501	hurt	hurt						
454	机械远程	1	fight_21501	move	move						
455	机械远程	1	fight_21501	stand	stand						
456	机械远程	1	fight_21501	standup	standup						
457	高阶机械蚊子	1	fight_21701	die1	die1						
458	高阶机械蚊子	1	fight_21701	die2	die2						
459	高阶机械蚊子	1	fight_21701	die3	die3						
460	高阶机械蚊子	1	fight_21701	float	float						
461	高阶机械蚊子	1	fight_21701	floathurt	floathurt						
462	高阶机械蚊子	1	fight_21701	floor	floor						
463	高阶机械蚊子	1	fight_21701	hurt	hurt						
464	高阶机械蚊子	1	fight_21701	move	move						
465	高阶机械蚊子	1	fight_21701	stand	stand						
466	高阶机械蚊子	1	fight_21701	standup	standup						
467	高阶机械蚊子	1	fight_21701	die1	die1						
468	高阶机械蚊子	1	fight_21701	die2	die2						
469	高阶机械蚊子	1	fight_21701	die3	die3						
470	高阶机械蚊子	1	fight_21701	float	float						
471	高阶机械蚊子	1	fight_21701	floathurt	floathurt						
472	高阶机械蚊子	1	fight_21701	floor	floor						
473	高阶机械蚊子	1	fight_21701	hurt	hurt						
474	高阶机械蚊子	1	fight_21701	move	move						
475	高阶机械蚊子	1	fight_21701	stand	stand						
476	高阶机械蚊子	1	fight_21701	standup	standup						
477	高阶机械蚊子	1	fight_21701	die1	die1						
478	高阶机械蚊子	1	fight_21701	die2	die2						
479	高阶机械蚊子	1	fight_21701	die3	die3						
480	高阶机械蚊子	1	fight_21701	float	float						
481	高阶机械蚊子	1	fight_21701	floathurt	floathurt						
482	高阶机械蚊子	1	fight_21701	floor	floor						
483	高阶机械蚊子	1	fight_21701	hurt	hurt						
484	高阶机械蚊子	1	fight_21701	move	move						
485	高阶机械蚊子	1	fight_21701	stand	stand						
486	高阶机械蚊子	1	fight_21701	standup	standup						
487	高阶机械蚊子	1	fight_21701	die1	die1						
488	高阶机械蚊子	1	fight_21701	die2	die2						
489	高阶机械蚊子	1	fight_21701	die3	die3						
490	高阶机械蚊子	1	fight_21701	float	float						
491	高阶机械蚊子	1	fight_21701	floathurt	floathurt						
492	高阶机械蚊子	1	fight_21701	floor	floor						
493	高阶机械蚊子	1	fight_21701	hurt	hurt						
494	高阶机械蚊子	1	fight_21701	move	move						
495	高阶机械蚊子	1	fight_21701	stand	stand						
496	高阶机械蚊子	1	fight_21701	standup	standup						
497	高阶机械蚊子	1	fight_21701	die1	die1						
498	高阶机械蚊子	1	fight_21701	die2	die2						
499	高阶机械蚊子	1	fight_21701	die3	die3						
500	高阶机械蚊子	1	fight_21701	float	float						
501	高阶机械蚊子	1	fight_21701	floathurt	floathurt						
502	高阶机械蚊子	1	fight_21701	floor	floor						
503	高阶机械蚊子	1	fight_21701	hurt	hurt						
504	高阶机械蚊子	1	fight_21701	move	move						
505	高阶机械蚊子	1	fight_21701	stand	stand						
506	高阶机械蚊子	1	fight_21701	standup	standup						
507	高阶机械蚊子	1	fight_21701	die1	die1						
508	高阶机械蚊子	1	fight_21701	die2	die2						
509	高阶机械蚊子	1	fight_21701	die3	die3						
510	高阶机械蚊子	1	fight_21701	float	float						
511	高阶机械蚊子	1	fight_21701	floathurt	floathurt						
512	高阶机械蚊子	1	fight_21701	floor	floor						
513	高阶机械蚊子	1	fight_21701	hurt	hurt						
514	高阶机械蚊子	1	fight_21701	move	move						
515	高阶机械蚊子	1	fight_21701	stand	stand						
516	高阶机械蚊子	1	fight_21701	standup	standup						
517	高阶机械蚊子	1	fight_21701	die1	die1						
518	高阶机械蚊子	1	fight_21701	die2	die2						
519	高阶机械蚊子	1	fight_21701	die3	die3						
520	高阶机械蚊子	1	fight_21701	float	float						
521	高阶机械蚊子	1	fight_21701	floathurt	floathurt						
