id	卡池id	物品名称	物品名称2	10连最大重复次数	祈愿值重置标记（0不重置，1重置）	品质	类型(1精灵，2质点，3道具）	映射物品id	权重(格式：新手单抽,新手10连,正常单抽,正常10连）
104	2	灵装十香	灵装十香	1	0	1	1	{110101:1}	10-10-10-10
105	101	1星王冠质点1	1星常规灵装1	10	0	1	2	{210010:1}	6500-6500-6500-6800
106	101	2星常规灵装1	2星常规灵装1	10	0	2	2	{220020:1}	3000-3000-3000-3000
107	101	3星常规灵装1	3星常规灵装1	10	0	3	2	{230030:1}	500-500-500-500
108	102	1星常规灵装1	1星常规灵装1	10	0	1	2	{210010:1}	5000-5000-5000-5000
109	102	2星常规灵装1	2星常规灵装1	10	0	2	2	{220020:1}	3800-3800-3800-3800
110	102	3星常规灵装1	3星常规灵装1	10	0	3	2	{230030:1}	1000-1000-1000-1000
111	102	4星常规灵装1	4星常规灵装1	10	0	4	2	{240040:1}	200-200-200-200
112	103	1星常规灵装1	1星常规灵装1	10	0	2	2	{210010:1}	4200-4200-4200-4200
113	103	2星常规灵装1	2星常规灵装1	10	0	2	2	{220020:1}	3800-3800-3800-3800
114	103	3星常规灵装1	3星常规灵装1	10	0	3	2	{230030:1}	1600-1600-1600-1600
115	103	4星常规灵装1	4星常规灵装1	10	0	4	2	{240040:1}	300-300-300-300
116	103	5星常规灵装1	5星常规灵装1	10	0	5	2	{250050:1}	100-100-100-100
117	201	1星常规灵装1	1星常规灵装1	10	0	1	2	{210011:1}	6500-6500-6500-6800
118	201	2星常规灵装1	2星常规灵装1	10	0	2	2	{220021:1}	3000-3000-3000-3000
119	201	3星常规灵装1	3星常规灵装1	10	0	3	2	{230031:1}	500-500-500-500
120	202	1星常规灵装1	1星常规灵装1	10	0	1	2	{210011:1}	5000-5000-5000-5000
121	202	2星常规灵装1	2星常规灵装1	10	0	2	2	{220021:1}	3800-3800-3800-3800
122	202	3星常规灵装1	3星常规灵装1	10	0	3	2	{230031:1}	1000-1000-1000-1000
123	202	4星常规灵装1	4星常规灵装1	10	0	4	2	{240041:1}	200-200-200-200
124	203	1星常规灵装1	1星常规灵装1	10	0	2	2	{210011:1}	4200-4200-4200-4200
125	203	2星常规灵装1	2星常规灵装1	10	0	2	2	{220021:1}	3800-3800-3800-3800
126	203	3星常规灵装1	3星常规灵装1	10	0	3	2	{230031:1}	1600-1600-1600-1600
127	203	4星常规灵装1	4星常规灵装1	10	0	4	2	{240041:1}	300-300-300-300
128	203	5星常规灵装1	5星常规灵装1	10	0	5	2	{250051:1}	100-100-100-100
129	301	1星常规灵装1	1星常规灵装1	10	0	1	2	{210012:1}	6500-6500-6500-6800
130	301	2星常规灵装1	2星常规灵装1	10	0	2	2	{220022:1}	3000-3000-3000-3000
131	301	3星常规灵装1	3星常规灵装1	10	0	3	2	{230032:1}	500-500-500-500
132	302	1星常规灵装1	1星常规灵装1	10	0	1	2	{210012:1}	5000-5000-5000-5000
133	302	2星常规灵装1	2星常规灵装1	10	0	2	2	{220022:1}	3800-3800-3800-3800
134	302	3星常规灵装1	3星常规灵装1	10	0	3	2	{230032:1}	1000-1000-1000-1000
135	302	4星常规灵装1	4星常规灵装1	10	0	4	2	{240042:1}	200-200-200-200
136	303	1星常规灵装1	1星常规灵装1	10	0	2	2	{210012:1}	4200-4200-4200-4200
137	303	2星常规灵装1	2星常规灵装1	10	0	2	2	{220022:1}	3800-3800-3800-3800
138	303	3星常规灵装1	3星常规灵装1	10	0	3	2	{230032:1}	1600-1600-1600-1600
139	303	4星常规灵装1	4星常规灵装1	10	0	4	2	{240042:1}	300-300-300-300
140	303	5星常规灵装1	5星常规灵装1	10	0	5	2	{250052:1}	100-100-100-100
141	401	1星常规灵装1	1星常规灵装1	10	0	1	2	{210013:1}	6500-6500-6500-6800
142	401	2星常规灵装1	2星常规灵装1	10	0	2	2	{220023:1}	3000-3000-3000-3000
143	401	3星常规灵装1	3星常规灵装1	10	0	3	2	{230033:1}	500-500-500-500
144	402	1星常规灵装1	1星常规灵装1	10	0	1	2	{210013:1}	5000-5000-5000-5000
145	402	2星常规灵装1	2星常规灵装1	10	0	2	2	{220023:1}	3800-3800-3800-3800
146	402	3星常规灵装1	3星常规灵装1	10	0	3	2	{230033:1}	1000-1000-1000-1000
147	402	4星常规灵装1	4星常规灵装1	10	0	4	2	{240043:1}	200-200-200-200
148	403	1星常规灵装1	1星常规灵装1	10	0	2	2	{210013:1}	4200-4200-4200-4200
149	403	2星常规灵装1	2星常规灵装1	10	0	2	2	{220023:1}	3800-3800-3800-3800
150	403	3星常规灵装1	3星常规灵装1	10	0	3	2	{230033:1}	1600-1600-1600-1600
151	403	4星常规灵装1	4星常规灵装1	10	0	4	2	{240043:1}	300-300-300-300
152	403	5星常规灵装1	5星常规灵装1	10	0	5	2	{250053:1}	100-100-100-100
153	501	1星常规灵装1	1星常规灵装1	10	0	1	2	{210014:1}	6500-6500-6500-6800
154	501	2星常规灵装1	2星常规灵装1	10	0	2	2	{220024:1}	3000-3000-3000-3000
155	501	3星常规灵装1	3星常规灵装1	10	0	3	2	{230034:1}	500-500-500-500
156	502	1星常规灵装1	1星常规灵装1	10	0	1	2	{210014:1}	5000-5000-5000-5000
157	502	2星常规灵装1	2星常规灵装1	10	0	2	2	{220024:1}	3800-3800-3800-3800
158	502	3星常规灵装1	3星常规灵装1	10	0	3	2	{230034:1}	1000-1000-1000-1000
159	502	4星常规灵装1	4星常规灵装1	10	0	4	2	{240044:1}	200-200-200-200
160	503	1星常规灵装1	1星常规灵装1	10	0	2	2	{210014:1}	4200-4200-4200-4200
161	503	2星常规灵装1	2星常规灵装1	10	0	2	2	{220024:1}	3800-3800-3800-3800
162	503	3星常规灵装1	3星常规灵装1	10	0	3	2	{230034:1}	1600-1600-1600-1600
163	503	4星常规灵装1	4星常规灵装1	10	0	4	2	{240044:1}	300-300-300-300
164	503	5星常规灵装1	5星常规灵装1	10	0	5	2	{250054:1}	100-100-100-100
165	601	1星常规灵装1	1星常规灵装1	10	0	1	2	{210015:1}	6500-6500-6500-6800
166	601	2星常规灵装1	2星常规灵装1	10	0	2	2	{220025:1}	3000-3000-3000-3000
167	601	3星常规灵装1	3星常规灵装1	10	0	3	2	{230035:1}	500-500-500-500
168	602	1星常规灵装1	1星常规灵装1	10	0	1	2	{210015:1}	5000-5000-5000-5000
169	602	2星常规灵装1	2星常规灵装1	10	0	2	2	{220025:1}	3800-3800-3800-3800
170	602	3星常规灵装1	3星常规灵装1	10	0	3	2	{230035:1}	1000-1000-1000-1000
171	602	4星常规灵装1	4星常规灵装1	10	0	4	2	{240045:1}	200-200-200-200
172	603	1星常规灵装1	1星常规灵装1	10	0	2	2	{210015:1}	4200-4200-4200-4200
173	603	2星常规灵装1	2星常规灵装1	10	0	2	2	{220025:1}	3800-3800-3800-3800
174	603	3星常规灵装1	3星常规灵装1	10	0	3	2	{230035:1}	1600-1600-1600-1600
175	603	4星常规灵装1	4星常规灵装1	10	0	4	2	{240045:1}	300-300-300-300
176	603	5星常规灵装1	5星常规灵装1	10	0	5	2	{250055:1}	100-100-100-100
177	701	1星常规灵装1	1星常规灵装1	10	0	1	2	{210016:1}	6500-6500-6500-6800
178	701	2星常规灵装1	2星常规灵装1	10	0	2	2	{220026:1}	3000-3000-3000-3000
179	701	3星常规灵装1	3星常规灵装1	10	0	3	2	{230036:1}	500-500-500-500
180	702	1星常规灵装1	1星常规灵装1	10	0	1	2	{210016:1}	5000-5000-5000-5000
181	702	2星常规灵装1	2星常规灵装1	10	0	2	2	{220026:1}	3800-3800-3800-3800
182	702	3星常规灵装1	3星常规灵装1	10	0	3	2	{230036:1}	1000-1000-1000-1000
183	702	4星常规灵装1	4星常规灵装1	10	0	4	2	{240046:1}	200-200-200-200
184	703	1星常规灵装1	1星常规灵装1	10	0	2	2	{210016:1}	4200-4200-4200-4200
185	703	2星常规灵装1	2星常规灵装1	10	0	2	2	{220026:1}	3800-3800-3800-3800
186	703	3星常规灵装1	3星常规灵装1	10	0	3	2	{230036:1}	1600-1600-1600-1600
187	703	4星常规灵装1	4星常规灵装1	10	0	4	2	{240046:1}	300-300-300-300
188	703	5星常规灵装1	5星常规灵装1	10	0	5	2	{250056:1}	100-100-100-100
189	801	1星常规灵装1	1星常规灵装1	10	0	1	2	{210017:1}	6500-6500-6500-6800
190	801	2星常规灵装1	2星常规灵装1	10	0	2	2	{220027:1}	3000-3000-3000-3000
191	801	3星常规灵装1	3星常规灵装1	10	0	3	2	{230037:1}	500-500-500-500
192	802	1星常规灵装1	1星常规灵装1	10	0	1	2	{210017:1}	5000-5000-5000-5000
193	802	2星常规灵装1	2星常规灵装1	10	0	2	2	{220027:1}	3800-3800-3800-3800
194	802	3星常规灵装1	3星常规灵装1	10	0	3	2	{230037:1}	1000-1000-1000-1000
195	802	4星常规灵装1	4星常规灵装1	10	0	4	2	{240047:1}	200-200-200-200
196	803	1星常规灵装1	1星常规灵装1	10	0	2	2	{210017:1}	4200-4200-4200-4200
197	803	2星常规灵装1	2星常规灵装1	10	0	2	2	{220027:1}	3800-3800-3800-3800
198	803	3星常规灵装1	3星常规灵装1	10	0	3	2	{230037:1}	1600-1600-1600-1600
199	803	4星常规灵装1	4星常规灵装1	10	0	4	2	{240047:1}	300-300-300-300
200	803	5星常规灵装1	5星常规灵装1	10	0	5	2	{250057:1}	100-100-100-100
201	901	1星常规灵装1	1星常规灵装1	10	0	1	2	{210018:1}	6500-6500-6500-6800
202	901	2星常规灵装1	2星常规灵装1	10	0	2	2	{220028:1}	3000-3000-3000-3000
203	901	3星常规灵装1	3星常规灵装1	10	0	3	2	{230038:1}	500-500-500-500
204	902	1星常规灵装1	1星常规灵装1	10	0	1	2	{210018:1}	5000-5000-5000-5000
205	902	2星常规灵装1	2星常规灵装1	10	0	2	2	{220028:1}	3800-3800-3800-3800
206	902	3星常规灵装1	3星常规灵装1	10	0	3	2	{230038:1}	1000-1000-1000-1000
207	902	4星常规灵装1	4星常规灵装1	10	0	4	2	{240048:1}	200-200-200-200
208	903	1星常规灵装1	1星常规灵装1	10	0	2	2	{210018:1}	4200-4200-4200-4200
209	903	2星常规灵装1	2星常规灵装1	10	0	2	2	{220028:1}	3800-3800-3800-3800
210	903	3星常规灵装1	3星常规灵装1	10	0	3	2	{230038:1}	1600-1600-1600-1600
211	903	4星常规灵装1	4星常规灵装1	10	0	4	2	{240048:1}	300-300-300-300
212	903	5星常规灵装1	5星常规灵装1	10	0	5	2	{250058:1}	100-100-100-100
213	1001	1星常规灵装1	1星常规灵装1	10	0	1	2	{210019:1}	6500-6500-6500-6800
214	1001	2星常规灵装1	2星常规灵装1	10	0	2	2	{220029:1}	3000-3000-3000-3000
215	1001	3星常规灵装1	3星常规灵装1	10	0	3	2	{230039:1}	500-500-500-500
216	1002	1星常规灵装1	1星常规灵装1	10	0	1	2	{210019:1}	5000-5000-5000-5000
217	1002	2星常规灵装1	2星常规灵装1	10	0	2	2	{220029:1}	3800-3800-3800-3800
218	1002	3星常规灵装1	3星常规灵装1	10	0	3	2	{230039:1}	1000-1000-1000-1000
219	1002	4星常规灵装1	4星常规灵装1	10	0	4	2	{240049:1}	200-200-200-200
220	1003	1星常规灵装1	1星常规灵装1	10	0	2	2	{210019:1}	4200-4200-4200-4200
221	1003	2星常规灵装1	2星常规灵装1	10	0	2	2	{220029:1}	3800-3800-3800-3800
222	1003	3星常规灵装1	3星常规灵装1	10	0	3	2	{230039:1}	1600-1600-1600-1600
223	1003	4星常规灵装1	4星常规灵装1	10	0	4	2	{240049:1}	300-300-300-300
224	1003	5星常规灵装1	5星常规灵装1	10	0	5	2	{250059:1}	100-100-100-100
225	2001	祈愿保底	祈愿保底	10	1	5	2	{250050:1}	100-100-100-100
226	2001	祈愿保底	祈愿保底	10	1	5	2	{250051:1}	100-100-100-100
227	2001	祈愿保底	祈愿保底	10	1	5	2	{250052:1}	100-100-100-100
228	2001	祈愿保底	祈愿保底	10	1	5	2	{250053:1}	100-100-100-100
229	2001	祈愿保底	祈愿保底	10	1	5	2	{250054:1}	100-100-100-100
230	2001	祈愿保底	祈愿保底	10	1	5	2	{250055:1}	100-100-100-100
231	2001	祈愿保底	祈愿保底	10	1	5	2	{250056:1}	100-100-100-100
232	2001	祈愿保底	祈愿保底	10	1	5	2	{250057:1}	100-100-100-100
233	2001	祈愿保底	祈愿保底	10	1	5	2	{250058:1}	100-100-100-100
234	2001	祈愿保底	祈愿保底	10	1	5	2	{250059:1}	100-100-100-100
