	剧本号	约会类型(1主线2日常4特殊）	条件	分支节点权重	触发几率	名称	文本内容	文字显示方式(1:逐个出现;2:直接出现)	特殊标注文字配置	文字框	选项类型(默认:普通;1:限时选项;2:选择UI框;3:选择图片;4:CG区域选项;5:单选)	特殊选项(addjump:延时添加选项;deljump:延时删除选项;image;图片选择;cg;CG区域选择)	插入图片	插入图片1	插入图片2	插入图片3	跳转（选项）	注释（1选项2收束3选项+收束4剧本开始5出现选项6单一选项7未使用）	人物模型1	模型出现方式1	模型消失方式1	人物动作1	快进时是否忽略1	人物面部1	表情包1	表情动作1	站位1	坐标偏移1	大小1	人物模型2	模型出现方式2	模型消失方式2	人物动作2	快进时是否忽略2	人物面部2	表情包2	表情动作2	站位2	坐标偏移2	大小2	人物模型3	模型出现方式3	模型消失方式3	人物动作3	快进时是否忽略3	人物面部3	表情包3	表情动作3	站位3	坐标偏移3	大小3	抖动效果参数	抖动对象(0:背景，1：模型1,2：模型2,3：模型3)	电话表现路径	电话表现动作	特效	背景	背景出现	背景效果(1：灰色，2：红色)	背景大小	运镜时间	背景坐标(中心点偏移)	bgm	背景音大小(1-100)	语音	角色嘴部动画	场景音效	普通音效	cg	CG锁定时间	事件类型	评分	显示评分	是否隐藏ui	一段时间后自动下一句（单位毫秒）	是否回忆	是否旁白	调用短信短信	奖励内容	重复完成奖励内容	可完成次数	视频	视频	结局	节点消耗	节点奖励	小游戏	规则	随机文本1	随机文本2
65100007	2105001	2	{}		100		大清早竟然发现自己的妹妹从家里失踪了。	1	{}			{}	{}				65100008										2	{}	1										{}											{}				1	1					1		{}																	{}	{}					{}	{}		{}		
65100008	2105001	2	{}		100		如果是以前的我，一定会被吓死。	1	{}			{}	{}				65100009										2	{}	1										{}											{}				1	1					1		{}																	{}	{}					{}	{}		{}		
65100009	2105001	2	{}		100	五河琴里	「%s，有什么重要的事情吗？」	1	{}			{}	{}				65100010										2	{}	1										{}											{}				effect/dianhua/dianhua	dianhua					1		{}																	{}	{}					{}	{}		{}		
65100010	2105001	2	{}		100		琴里听起来很忙碌。	1	{}			{}	{}				65100011										2	{}	1										{}											{}				1	1					1		{}																	{}	{}					{}	{}		{}		
65100011	2105001	2	{}		100	五河琴里	「如果没有就结束通话了哦。」	1	{}			{}	{}				65100012										2	{}	1										{}											{}				effect/dianhua/dianhua	dianhua					1		{}																	{}	{}					{}	{}		{}		
65100012	2105001	2	{}		100	1	「等等……琴里……那个……」	1	{}			{}	{}				65100013										2	{}	1										{}											{}				1	1					1		{}																	{}	{}					{}	{}		{}		
65100013	2105001	2	{}		100	五河琴里	「什么嘛，要说什么快说啊。」	1	{}			{}	{}				65100014										2	{}	1										{}											{}				effect/dianhua/dianhua	dianhua					1		{}																	{}	{}					{}	{}		{}		
65100014	2105001	2	{}		100	1	「要不要一起出去玩？」	1	{}			{}	{}				65100015										2	{}	1										{}											{}				1	1					1		{}																	{}	{}					{}	{}		{}		
65100015	2105001	2	{}		100	五河琴里	「什么？！你找我就是为了这种无聊的事情吗？」	1	{}			{}	{}				65101101-65101201-65101301	5									2	{}	1										{}											{}				effect/dianhua/dianhua	dianhua					1		{}																	{}	{}					{}	{}		{}		
65101101	2105001	2	{}		100		「想和自己妹妹约会有错吗？」	1	{}			{}	{}				65101102	1									2	{}	1										{}											{}				1	1		scene/bg/bg_keting.png			1	-1	{}	sound/bgm/date_002.mp3																{}	{}					{}	{}		{}		
65101201	2105001	2	{}		100		「琴里和我一起去，不会无聊的。」	1	{}			{}	{}				65101102	1									2	{}	1										{}											{}				1	1		scene/bg/bg_keting.png			1	-1	{}	sound/bgm/date_002.mp3																{}	{}					{}	{}		{}		
65101301	2105001	2	{}		100		「什么态度？哥哥约你出去玩呢！」	1	{}			{}	{}				65101102	1									2	{}	1										{}											{}				1	1		scene/bg/bg_keting.png			1	-1	{}	sound/bgm/date_002.mp3																{}	{}					{}	{}		{}		
65101102	2105001	2	{}		100		电话那边传来神无月起哄的声音。	1	{}			{}	{}				65101103	2									2	{}	1										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65101103	2105001	2	{}		100		琴里或许是痛踩了他一脚，瞬间又安静了下来。	1	{}			{}	{}				1065101104										2	{}	1										{}											{}										1		{}																	{}	{}					{}	{}		{}		
1065101104	2105001		{}					1	{}			{}	{}				65101104											{}											{}											{}							scene/bg/bg_zhihuibu.png	2			-1	{}																	{}	{}					{}	{}		{}		
65101104	2105001	2	{}		100		一瞬间……我被传送到了Fraxinus里。	1	{}			{}	{}				65101105										2	{}	1										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65101105	2105001	2	{}		100	1	「啊啊！可怕！传送之前先告诉我一声吧！」	1	{}			{}	{}				65101106										2	{}	1										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65101106	2105001	2	{}		100	五河琴里	「真拿你没办法啊。」	1	{}			{}	{}				65101107		10505			id_pose_2		id_look_9			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65101107	2105001	2	{}		100	五河琴里	「那我就勉为其难陪你去好了。」	1	{}			{}	{}				65101108		1			id_pose_2		id_look_10			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65101108	2105001	2	{}		100		琴里深深叹了一口气。	1	{}			{}	{}				65101109		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65101109	2105001	2	{}		100	1	「喂喂……稍微开心一点好不好？」	1	{}			{}	{}				65101110		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65101110	2105001	2	{}		100	五河琴里	「好啦好啦~我的智障哥哥邀请我一起玩，真开心啊。」	1	{}			{}	{}				65101111		1			id_pose_2		id_look_9			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65101111	2105001	2	{}		100		琴里的语气听起来像是哄骗小孩子。	1	{}			{}	{}				65101112		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65101112	2105001	2	{}		100	1	「啊喂，不用敷衍我啊。」	1	{}			{}	{}				65101113		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65101113	2105001	2	{}		100	五河琴里	「哼，你想去哪里玩啊？」	1	{}			{}	{}				65201101		1			id_pose_1		id_look_4			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65201101	2105001	2	{}		100	1	「去面包店买一些饼干吧。」	1	{}			{}	{}				65201102		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65201102	2105001	2	{}		100	五河琴里	「面包店？」	1	{}			{}	{}				65201103		1			id_pose_1		id_look_1			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65201103	2105001	2	{}		100	1	「嗯，上次吃过一个很好吃的曲奇饼干。」	1	{}			{}	{}				65201104		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65201104	2105001	2	{}		100	1	「琴里还记得吗？要不要再去买一点？」	1	{}			{}	{}				65201105		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65201105	2105001	2	{}		100	五河琴里	「那个啊？确实味道不错的样子。」	1	{}			{}	{}				65201106		1			id_pose_1		id_look_1			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65201106	2105001	2	{}		100	神无月恭平	「啊啊啊司令！小心里面有●药！」	1	{}			{}	{}				65201107		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65201107	2105001	2	{}		100	五河琴里	「你住口！」	1	{}			{}	{}				65201108		1			id_pose_1		id_look_9			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65201108	2105001	2	{}		100		琴里的愤怒激发了神无月的惨叫。	1	{}			{}	{}				65201109		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65201109	2105001	2	{}		100		接着我看见他被扔下了飞船。	1	{}			{}	{}				65201110		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65201110	2105001	2	{}		100	五河琴里	「两个半小时后，美食街那边见吧。」	1	{}			{}	{}				65201111		1			id_pose_1		id_look_1			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65201111	2105001	2	{}		100	1	「哎？不要我来接你吗？」	1	{}			{}	{}				65201112		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65201112	2105001	2	{}		100	五河琴里	「我又不是小孩子了！等会儿会直接传送过去。」	1	{}			{}	{}				65301101-65301201-65301301	5	1			id_pose_1		id_look_10			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65301101	2105001	2	{}		100		「在我眼里琴里永远都是小孩子。」	1	{}			{}	{}				65301102	1	10505			id_pose_1		id_look_10			2	{}	1.5										{}											{}							scene/bg/bg_zhihuibu.png			1	-1	{}	sound/bgm/date_002.mp3																{}	{}					{}	{}		{}		
65301201	2105001	2	{}		100		「小孩子才会说这种话吧。」	1	{}			{}	{}				65301202	1	10505			id_pose_1		id_look_10			2	{}	1.5										{}											{}							scene/bg/bg_zhihuibu.png			1	-1	{}	sound/bgm/date_002.mp3																{}	{}					{}	{}		{}		
65301301	2105001	2	{}		100		「琴里不要逞能呐，乖乖让哥哥保护吧。」	1	{}			{}	{}				65301302	1	10505			id_pose_1		id_look_10			2	{}	1.5										{}											{}							scene/bg/bg_zhihuibu.png			1	-1	{}	sound/bgm/date_002.mp3																{}	{}					{}	{}		{}		
65301102	2105001	2	{}		100	五河琴里	「吵死了！」	1	{}			{}	{}				65301103		1			id_pose_14		id_look_9			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65301103	2105001	2	{}		100	神无月恭平	「司令！这是陷阱！不要去啊啊啊啊啊啊……」	1	{}			{}	{}				65301104		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65301104	2105001	2	{}		100	1	「神无月还活着吗？」	1	{}			{}	{}				65301105		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65301105	2105001	2	{}		100	五河琴里	「他离死不远了。你先回去，我们一会儿见。」	1	{}			{}	{}				65301106		1			id_pose_14		id_look_4			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65301106	2105001	2	{}		100	1	「好。」	1	{}			{}	{}				1065301107		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
1065301107	2105001		{}					1	{}			{}	{}				65301107											{}											{}											{}							scene/bg/bg_meishijie.png	2			-1	{}																	{}	{}					{}	{}		{}		
65301107	2105001	2	{}		100	1	「琴里~这边哦。果然赶到了啊。」	1	{}			{}	{}				65301108		10504			id_pose_14		id_look_4			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65301108	2105001	2	{}		100	五河琴里	「都说了不是小孩子了！」	1	{}			{}	{}				65301109		1			id_pose_2		id_look_10			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65301109	2105001	2	{}		100	五河琴里	「还在担心我会迷路吗？」	1	{}			{}	{}				65301110		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65301110	2105001	2	{}		100	1	「这是作为哥哥的本能。」	1	{}			{}	{}				65301111		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65301111	2105001	2	{}		100	1	「出来玩，最先要考虑妹妹的安全啊。」	1	{}			{}	{}				65301112		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65301112	2105001	2	{}		100		琴里红着脸转过头去。	1	{}			{}	{}				65301113		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65301113	2105001	2	{}		100	五河琴里	「真是啰嗦吶，快走吧。」	1	{}			{}	{}				1065301114	2	1			id_pose_1		id_look_9			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
1065301114	2105001		{}					1	{}			{}	{}				65301114											{}											{}											{}							scene/bg/bg_mianbaodian.png	2			-1	{}																	{}	{}					{}	{}		{}		
65301114	2105001	2	{}		100	1	「琴里，你想吃什么？」	1	{}			{}	{}				65301115										2	{}	1										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65301115	2105001	2	{}		100		进入面包店后，琴里摆摆手头也不回走向了座椅。	1	{}			{}	{}				65301116		10504			id_pose_1		id_look_1			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65301116	2105001	2	{}		100	五河琴里	「随便买一点就行了。」	1	{}			{}	{}				65301117		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65301117	2105001	2	{}		100	1	「那么……选什么好呢？」	1	{}			{}	{}				65401101-65401201	5	1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65401101	2105001	2	{}		100		「巧克力曲奇」	1	{}			{}	{}				65401102	1	10504			id_pose_3		id_look_1			2	{}	1.5										{}											{}							scene/bg/bg_mianbaodian.png			1	-1	{}	sound/bgm/date_002.mp3																{}	{}					{}	{}		{}		
65401201	2105001	2	{}		100		「草莓大福」	1	{}			{}	{}				65401202	1	10504			id_pose_3		id_look_1			2	{}	1.5										{}											{}							scene/bg/bg_mianbaodian.png			1	-1	{}	sound/bgm/date_002.mp3																{}	{}					{}	{}		{}		
65301202	2105001	2	{}		100	五河琴里	「你在嘀嘀咕咕说什么？！」	1	{}			{}	{}				65301203		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65301203	2105001	2	{}		100		琴里歪着头皱起了眉毛。	1	{}			{}	{}				65301204		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65301204	2105001	2	{}		100		虽然妹妹比我矮，但是带上黑色发带的她……	1	{}			{}	{}				65301205		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65301205	2105001	2	{}		100		完全可以用气场压制我。	1	{}			{}	{}				65301206		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65301206	2105001	2	{}		100	1	「没，没什么……那个……我们快走吧。」	1	{}			{}	{}				1065301207		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
1065301207	2105001		{}					1	{}			{}	{}				65301207											{}											{}											{}							scene/bg/bg_meishijie.png	2			-1	{}																	{}	{}					{}	{}		{}		
65301207	2105001	2	{}		100		我想牵着琴里的手，她却一个人走在前面。	1	{}			{}	{}				65301208		10504			id_pose_1		id_look_9			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65301208	2105001	2	{}		100	1	「哎？怎么了？琴里？平时不都是……」	1	{}			{}	{}				65301209		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65301209	2105001	2	{}		100	五河琴里	「又不会摔跤，干嘛要牵着？」	1	{}			{}	{}				65301210		1			id_pose_5		id_look_1			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65301210	2105001	2	{}		100		黑色发带的琴里格外独立。	1	{}			{}	{}				65301211		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65301211	2105001	2	{}		100		白色发带的时候都是她主动要挽着我的。	1	{}			{}	{}				65301212		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65301212	2105001	2	{}		100		就在我暗自失落的时候，令音小姐的声音从耳机里传来。	1	{}			{}	{}				65301213		1			id_pose_5		id_look_9			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65301213	2105001	2	{}		100	村雨令音	「%s，遇到麻烦了吗？」	1	{}			{}	{}				65301214		1								2	{}	1.5										{}											{}				effect/dianhua3/dianhua3	dianhua					1		{}																	{}	{}					{}	{}		{}		
65301214	2105001	2	{}		100	1	「令音小姐？……稍微有一点点。」	1	{}			{}	{}				65301215		1								2	{}	1.5										{}											{}				1	1					1		{}																	{}	{}					{}	{}		{}		
65301215	2105001	2	{}		100	1	「感觉……黑色发带的琴里不那么粘人啊。」	1	{}			{}	{}				65301216		1								2	{}	1.5										{}											{}				1	1					1		{}																	{}	{}					{}	{}		{}		
65301216	2105001	2	{}		100	村雨令音	「知道了，交给我吧……全员，请给%s选择。」	1	{}			{}	{}				65402101-65402201-65402301	5	1								2	{}	1.5										{}											{}				effect/dianhua3/dianhua3	dianhua					1		{}																	{}	{}					{}	{}		{}		
65402101	2105001	2	{}		100		妹妹不牵我了，好伤心。	1	{}			{}	{}				65402102	1	10504			id_pose_5		id_look_9			2	{}	1.5										{}											{}							scene/bg/bg_meishijie.png			1	-1	{}	sound/bgm/date_002.mp3																{}	{}					{}	{}		{}		
65402201	2105001	2	{}		100		哥哥摔倒了，要妹妹牵着走。	1	{}			{}	{}				65402202	1	10504			id_pose_5		id_look_9			2	{}	1.5										{}											{}							scene/bg/bg_meishijie.png			1	-1	{}	sound/bgm/date_002.mp3																{}	{}					{}	{}		{}		
65402301	2105001	2	{}		100		琴里，过来让我牵手！	1	{}			{}	{}				65402302	1	10504			id_pose_5		id_look_9			2	{}	1.5										{}											{}							scene/bg/bg_meishijie.png			1	-1	{}	sound/bgm/date_002.mp3																{}	{}					{}	{}		{}		
65301302	2105001	2	{}		100	五河琴里	「你说什么？！啊？！」	1	{}			{}	{}				65301303		1			id_pose_13		id_look_10			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65301303	2105001	2	{}		100		琴里的声音上扬，明显有些不悦。	1	{}			{}	{}				65301304		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65301304	2105001	2	{}		100		糟糕，我忘了……这是黑色发带的妹妹。	1	{}			{}	{}				65301305		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65301305	2105001	2	{}		100		和白色发带的琴里不一样，黑色发带的她更要强啊。	1	{}			{}	{}				65301306		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65301306	2105001	2	{}		100	1	「哈哈……开个玩笑而已，别在意。」	1	{}			{}	{}				65301307		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65301307	2105001	2	{}		100		我想简单的敷衍过去，琴里却不打算放过我。	1	{}			{}	{}				65301308		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65301308	2105001	2	{}		100	五河琴里	「哼~这段时间还不知道是谁保护谁呢！」	1	{}			{}	{}				65301309		1			id_pose_14		id_look_9			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65301309	2105001	2	{}		100	1	「是……是琴里保护我！」	1	{}			{}	{}				65301310		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65301310	2105001	2	{}		100	1	「这段时间承蒙关照！感激不尽！」	1	{}			{}	{}				65301311		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65301311	2105001	2	{}		100	五河琴里	「哼，不用像神无月一样谄媚。」	1	{}			{}	{}				65403101-65403201-65403301	5	1			id_pose_13		id_look_1			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65403101	2105001	2	{}		100		「我是发自肺腑的真心话。」	1	{}			{}	{}				65403102	1	10505			id_pose_13		id_look_1			2	{}	1.5										{}											{}							scene/bg/bg_zhihuibu.png			1	-1	{}	sound/bgm/date_002.mp3																{}	{}					{}	{}		{}		
65403201	2105001	2	{}		100		「我不是神无月那种不责任的人。」	1	{}			{}	{}				65403202	1	10505			id_pose_13		id_look_1			2	{}	1.5										{}											{}							scene/bg/bg_zhihuibu.png			1	-1	{}	sound/bgm/date_002.mp3																{}	{}					{}	{}		{}		
65403301	2105001	2	{}		100		「妹妹竟然不相信，哥哥好伤心。」	1	{}			{}	{}				65403202	1	10505			id_pose_13		id_look_1			2	{}	1.5										{}											{}							scene/bg/bg_zhihuibu.png			1	-1	{}	sound/bgm/date_002.mp3																{}	{}					{}	{}		{}		
65401102	2105001	2	{}		100	1	「巧克力曲奇可以吗？现烤的哦。」	1	{}			{}	{}				65401103		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65401103	2105001	2	{}		100	五河琴里	「随你决定好了。」	1	{}			{}	{}				65401104		1			id_pose_3		id_look_5			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65401104	2105001	2	{}		100		请店员开始烤制曲奇后，我回到了座位上。	1	{}			{}	{}				65401105		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65401105	2105001	2	{}		100	1	「琴里，为什么今天早上突然去Fraxinus了？」	1	{}			{}	{}				65401106		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65401106	2105001	2	{}		100		琴里看着窗外漫不经心地回答我：	1	{}			{}	{}				65401107		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65401107	2105001	2	{}		100	五河琴里	「因为有事情要忙啊。」	1	{}			{}	{}				65401108		1			id_pose_7		id_look_2			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65401108	2105001	2	{}		100	1	「可是……以前琴里从来不会突然消失不见啊。」	1	{}			{}	{}				65401109		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65401109	2105001	2	{}		100	1	「今天早上吓死我了。」	1	{}			{}	{}				65401110		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65401110	2105001	2	{}		100		我向琴里抱怨着今天早上的事情。	1	{}			{}	{}				65401111		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65401111	2105001	2	{}		100	五河琴里	「以前是为了不让你发现我是Ratatoskr的司令官。」	1	{}			{}	{}				65401112		1			id_pose_7		id_look_9			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65401112	2105001	2	{}		100	五河琴里	「现在嘛……反正你已经知道了啊。」	1	{}			{}	{}				65401113		1			id_pose_7		id_look_1			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65401113	2105001	2	{}		100		琴里理所当然的说着，全完不顾我的感受。	1	{}			{}	{}				1065501101	5	1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65501101	2105001	2	{}		100		哥哥要负责你的安全	1	{}			{}	{}				65501102	7	10504			id_pose_7		id_look_9			2	{}	1.5										{}											{}							scene/bg/bg_mianbaodian.png			1	-1	{}	sound/bgm/date_002.mp3																{}	{}					{}	{}		{}		
65501201	2105001	2	{}		100		以后离开家必须向我报告	1	{}			{}	{}				65501202	1	10504			id_pose_7		id_look_1			2	{}	1.5										{}											{}							scene/bg/bg_mianbaodian.png			1	-1	{}	sound/bgm/date_002.mp3																{}	{}					{}	{}		{}		
65501301	2105001	2	{}		100		有事离开要告诉我哦	1	{}			{}	{}				65501202	1	10504			id_pose_7		id_look_1			2	{}	1.5										{}											{}							scene/bg/bg_mianbaodian.png			1	-1	{}	sound/bgm/date_002.mp3																{}	{}					{}	{}		{}		
65401202	2105001	2	{}		100	1	「那就草莓大福吧，感觉颜色和琴里很搭配呢。」	1	{}			{}	{}				65401203		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65401203	2105001	2	{}		100	五河琴里	「啊？哪里搭配了啊？」	1	{}			{}	{}				65401204		1			id_pose_1		id_look_4			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65401204	2105001	2	{}		100	1	「都是粉红色和白色的啊。」	1	{}			{}	{}				65401205		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
